id,text,aspects
2352,bill outragous .,['outragous bill']
2353,"service attentive , yet unimposing , food far better many notorious restaurant in midtown wine list is extensive well priced .","['midtown wine list', 'attentive restaurant', 'wine list', 'service attentive', 'notorious restaurant', 'many restaurant', 'midtown list']"
2354,"kind , attentive wait staff .","['attentive staff', 'kind staff', 'wait staff']"
2355,bon appettite ! !,['bon appettite']
2356,salad fantastic .,[]
2357,owner employee friendly pizza is fantastic .,"['friendly pizza', 'owner pizza', 'owner employee friendly pizza']"
2358,"la rosa waltz in , think it best .",['la rosa waltz']
2359,"food is yummy , especially cooked to perfection mussel in spicy tomato sauce shoestring crispy fry .","['spicy fry', 'sauce fry', 'tomato sauce', 'crispy fry', 'shoestring fry']"
2360,food is authentic italian delicious !,"['authentic italian delicious', 'italian delicious', 'authentic delicious']"
2361,"great addition to smith street finally , not pretentious filled woman wearing ugg boot .","['pretentious woman', 'great addition', 'filled woman', 'smith street', 'ugg boot']"
2362,skip dessert .,[]
2363,we spent in left hungry disappointed .,[]
2364,it is simply amazing .,[]
2365,complete total bagel experience by it lightly toasted .,"['bagel experience', 'complete total bagel experience', 'complete experience', 'total experience']"
2366,it like server forgot actually worked instead wanted to hang be cool .,['server forgot']
2367,liked first time but doubt ever return .,['first time']
2368,service is good ambience is good date or group outing .,"['good date', 'good ambience', 'group outing']"
2369,great way to make money is to buy case of snapple costco sell it right outside . .,"['great way', 'snapple costco']"
2370,it food ! !,[]
2371,fast service .,['fast service']
2372,"skip , it big disappointment .",['big disappointment']
2373,"staff is excellent , specjal girl behind bar , european chic .","['excellent , specjal girl', 'specjal girl', 'excellent girl']"
2374,"stick chicken , beef , lamb dish .","['lamb dish', 'stick chicken']"
2375,"service bad , food took to forever to come , we sat on upper level .","['upper level', 'bad service']"
2376,"we menu rearely change , xcept one or two special , quality care put in thier food in evident .","['thier food', 'quality care']"
2377,always full tourist especially of it close proximity to rockefeller center .,"['full tourist', 'always full tourist', 'rockefeller center', 'close proximity']"
2378,"decor is nice , but casual fine .",['casual fine']
2379,is wonderful to go many time it is reasonably priced .,['many time']
2380,"bravo , blue hill !",['blue hill']
2381,"conveniently located , right on bedford ave .",['bedford ave']
2382,my friend came across walking in village .,['my friend']
2383,"bottom line food , service .","['bottom line food', 'line food', 'bottom line']"
2384,thing waiter do is wipe chin leave .,"['chin leave', 'thing waiter']"
2385,is to be avoided .,[]
2386,"stick to dimsum , not super overpriced noodle .","['overpriced noodle', 'super overpriced noodle']"
2387,service is fine allow to enjoy view .,[]
2388,my sister say it reminds of run by high school student know .,"['high school student', 'high school', 'my sister', 'school student']"
2389,"we , four of u , arrived at noon empty staff acted like we imposing on rude .",['empty staff']
2390,"at , we third party .",['third party']
2391,delicious simple food in nice outdoor atmosphere .,"['delicious simple food', 'nice outdoor atmosphere', 'outdoor atmosphere', 'nice atmosphere', 'delicious food', 'simple food']"
2392,definetly be going back .,[]
2393,"no , really .",[]
2394,"food is good , but expensive casualness of it .",['expensive casualness']
2395,fallback on is price .,[]
2396,ve to naples dinner twice .,[]
2397,hot sour soup unbearably hot tasted of pepper nothing else .,"['hot sour soup', 'hot tasted', 'hot soup', 'sour soup']"
2398,love pic of andy warhol he used to frequent he painted ballato sign in window .,"['ballato sign', 'andy warhol']"
2399,try sushimi cucumber roll .,"['sushimi cucumber roll', 'sushimi roll', 'cucumber roll']"
2400,saving up my next visit .,"['next visit', 'my next visit']"
2401,food is delicious .,[]
2402,wine by the glass great accompaniment eat like king wine .,"['king wine', 'great accompaniment', 'the glass']"
2403,place correct ambience an excellent staff to make feel like guest friend at time .,"['excellent staff', 'correct ambience', 'an excellent staff', 'guest friend']"
2404,amma is nothing special .,[]
2405,yeah shanghai is also great but not quite a good use amount of salt but without sweetness to balance .,"['good use', 'use amount']"
2406,"believe u , we ve eating sushi yr .",[]
2407,"worth it special occasion , or time !",['special occasion']
2408,atmosphere is much better sripraphai modern sleek .,"['better sleek', 'modern sleek']"
2409,recommend to anyone want to dress up impress lady .,['impress lady']
2410,"food is outstanding service is quick , friendly professional .",['outstanding service']
2411,"bagel always warm , soft on inside , crispy on outside enormous in size .",[]
2412,"late dinner at lucky stike , great name if ever saw one .","['lucky stike', 'late dinner', 'great name']"
2413,", done , new york , it not big deal .",['big deal']
2414,definitely year treat look forward to around holiday !,['definitely year treat']
2415,service is fast friendly .,[]
2416,an english speaking staff .,"['an english speaking staff', 'english staff', 'speaking staff']"
2417,"anyhow , we able to sit a long a we wanted chat , nice .",[]
2418,home made potato chip at bar delicious thing in world !,"['delicious thing', 'potato chip', 'bar delicious thing']"
2419,defitely must visit .,[]
2420,my husband enjoyed of taste size portion left completely full .,"['my husband', 'size portion', 'taste size portion', 'taste size']"
2421,"went friend on whim , we went someplace else first get table .",[]
2422,"we ate pasta entre e , great .",['pasta entre e']
2423,my friend showed up on sat .,['my friend']
2424,steak excellent one of best tasted butter intitally but in no way it overwhelm flavor of meat .,"['best tasted butter', 'no way', 'tasted butter']"
2425,great experience overall .,['great experience']
2426,perfect date !,['perfect date']
2427,food boring expensive .,[]
2428,"ambience is pretty nice conversation , so casual lunch would probably be best .","['casual lunch', 'nice conversation', 'pretty nice conversation']"
2429,terrific menu full of unique roll special dish .,"['full menu', 'special dish', 'unique roll special dish', 'terrific menu', 'unique dish']"
2430,service is ok but could be better .,[]
2431,"we love food , drink , atmosphere !",[]
2432,week back we worst customer service experience at ever .,"['worst experience', 'customer service', 'service experience']"
2433,ve ordered nd ave .,['nd ave']
2434,"nothing good sale call , but tactic at amma obvious .","['good sale call', 'obvious tactic', 'good call', 'sale call']"
2435,"went on day oyster binge , fish bringing up closing , am so glad place it trip ended , it so great !","['it trip', 'glad place', 'oyster binge', 'so glad place']"
2436,"took my mom mother day , maitre pretty rude .","['mom mother', 'mother day', 'my mom mother day']"
2437,my husband couple of time time we sat at sushi bar chef yoshi ordered everything ala carte .,"['everything ala carte', 'sushi bar chef yoshi']"
2438,"vibe is relaxed cozy , service great food excellent !",['great food']
2439,"if weather is nice , try to snag an outside table .","['an outside table', 'outside table']"
2440,"if looking good quality , cheap eats is .","['good quality', 'cheap eats']"
2441,"however , we spent , overall , it not up to par .",[]
2442,service friendly atmosphere casual .,"['service friendly atmosphere', 'friendly atmosphere']"
2443,friend seattle went on thursday night around .,"['thursday night', 'friend seattle']"
2444,lived upstate would buy freeze bagel would still be better else .,['freeze bagel']
2445,"recommend pad see ew , pork chop or tofu plate .","['pork chop', 'tofu plate']"
2446,never in my life think could be satisfied in taste in quantity . in nyc .,['my life']
2447,"is best secret in midtown , heard bartender , brilliant food try steak with portobello mushroom drink on bar last tuesday .","['food try', 'portobello drink', 'brilliant food', 'try steak', 'portobello mushroom drink', 'mushroom drink']"
2448,service excellent friendly attentive .,"['service excellent friendly attentive', 'friendly attentive', 'excellent attentive']"
2449,"main course an average portion , decent overall .","['decent course', 'an average portion', 'main course', 'average portion']"
2450,minute reservation but it gave u time to cocktail enjoy surroundings .,"['minute reservation', 'enjoy surroundings']"
2451,"remember , later go , longer may to wait .",[]
2452,"waitstaff is great , attentive .",[]
2453,live in neightborhood am regular .,[]
2454,dinner menu is diverse top notch a well .,"['diverse notch', 'dinner menu', 'diverse top notch', 'top notch']"
2455,it is modern cuisine is .,['modern cuisine']
2456,"in event , even though bit on pricey side , we still love definitely go back .",['pricey side']
2457,definitely go back .,[]
2458,"like indian food much delicious , however want to factor equation .","['indian food', 'delicious food']"
2459,"at taj , vegetarian rejoice dish manna heaven .",[]
2460,finally !,[]
2461,"forget rush wait noise actually bad , mean please , go to steakhouse to be coddled romantic ?","['bad noise', 'rush wait noise', 'rush wait', 'wait noise']"
2462,"hunted around quiet , romantic , yet not hideously expensive stumbled across review la lanterna gave it shot .",['la lanterna']
2463,ve never disappointed .,[]
2464,go back unless someone else is footing bill .,[]
2465,"we live in new jersey whenever we go new york city we buy bagel to eat hot to freeze told me if call in order , bring it to car so to look parking .","['new york city', 'york city', 'new jersey']"
2466,"street it look hidden , is actually an old warehouse .","['an old warehouse', 'old warehouse']"
2467,jimmy is hand hottest night spot in bronx .,"['hottest spot', 'hand hottest night spot', 'night spot']"
2468,would to agree mass in term of service delivery is achilles heel .,['service delivery']
2469,my boyfriend to minnow four time we consistently impressed .,['my boyfriend']
2470,"bill bit steep , but experience great .",['bill bit']
2471,"mind going back time , but not trying others nearby .",[]
2472,"nice ambiance , nice little bar , good bartender , francois , good service .","['nice ambiance', 'good bartender', 'nice bar', 'good service', 'little bar']"
2473,found to be one truly value patron .,[]
2474,"calamari come an incredible sauce , duck noodle yummy a well .","['an incredible sauce', 'incredible sauce']"
2475,would definitely go back if of exotic martini on blackboard .,['exotic martini']
2476,"reason empty we got in remained so entire evening , understand but we blast definately go back next time we in area .","['so entire evening', 'empty reason', 'entire evening', 'next time']"
2477,simple comfort food hot lage portion .,"['comfort portion', 'simple portion', 'hot lage', 'lage portion']"
2478,but would like to say read review people left thats checked it .,"['read review people', 'read review', 'review people']"
2479,"stay away two specialty roll on menu , though much avocado rice fill up right quick .","['avocado rice', 'much rice', 'two specialty roll', 'much avocado rice', 'specialty roll']"
2480,"ve eaten at pizza gruppo time , but often order delivery .","['pizza gruppo time', 'pizza gruppo', 'often order delivery', 'order delivery', 'gruppo time']"
2481,we get drink refill even offer u option of dessert .,['drink refill']
2482,beautiful experience .,['beautiful experience']
2483,bagel also reasonably priced nyc .,[]
2484,"if handle , it great business dinner , fun friend or simply table .","['great dinner', 'business dinner', 'fun friend']"
2485,decor leaf something to be desired .,"['decor leaf', 'decor leaf something']"
2486,jimmy is dominican !,[]
2487,"also , specify if like food spicy rather bland if .",['spicy food']
2488,"waiter fine , place look nice in not trying hard way , but at price , little be expected of food .","['hard way', 'waiter fine']"
2489,coming boston is like emma pizza in kendall square in cambridge although funky topping !,"['coming boston', 'funky topping', 'kendall square', 'emma pizza']"
2490,"my husband go , we spend . lobster tail umm need say say , it place ll never forget if never go , ll miss meal of life time","['my husband', 'life time']"
2491,"in an effort to increase turnover , offer no dessert beyond complimentary espresso cup filled with chocolate mousse .","['chocolate mousse', 'an effort', 'complimentary espresso cup', 'espresso cup', 'no dessert', 'complimentary cup']"
2492,"ve to dozen time craving pho , lemon grass chicken or beef cube on rice , is to go .","['craving pho', 'lemon grass', 'beef cube', 'lemon grass chicken', 'time pho', 'time craving pho', 'grass chicken']"
2493,"oh yes , if fan of indian oldie film star , plenty of portrait of indian actor actress in classic black white adorn wall , of , would love to know obtained .","['indian actress', 'indian actor actress', 'actor actress', 'black wall', 'adorn wall', 'classic wall', 'indian oldie film star']"
2494,"food is spectacular , appitizers to main course , of course dessert , wow ll need no .",['main course']
2495,neighborhood nice though so check another instead .,['nice neighborhood']
2496,my fish delicious in an incredible curry sauce .,"['an incredible curry sauce', 'my fish', 'curry sauce', 'incredible sauce']"
2497,if in search of authentic nyc deli experience look no famous historic katz deli on lower east side .,"['nyc deli', 'authentic experience', 'deli experience', 'lower east side', 'east side', 'lower side', 'authentic nyc deli experience']"
2498,"even upon delivery , juicy pork bun quite good . .",['juicy pork']
2499,is also .,[]
2500,everything is sale in including sculptured iron statue on table .,"['sculptured iron statue', 'sculptured statue', 'iron statue']"
2501,"average to good thai food , but terrible delivery .","['good thai food', 'thai food', 'terrible delivery', 'good food']"
2502,space is nice but we order drink we in surprise .,[]
2503,entire place treatment we received felt a conveyor belt .,"['entire treatment', 'conveyor belt', 'a conveyor belt', 'place treatment', 'entire place treatment']"
2504,joe pizza used to best slice pizzeria opened up .,"['slice pizzeria', 'best pizzeria', 'best slice pizzeria', 'joe pizza']"
2505,in reality felt a if gotten air france in th district in paris .,"['air france', 'th district']"
2506,never anything like it !,['never anything']
2507,"yeah crowd take it bit seriously , but it .",['yeah crowd']
2508,provided delicious dessert on house !,['delicious dessert']
2509,"still living in dark age do not an answering machine , so if want to make reservation limited .","['dark age', 'answering machine', 'an answering machine']"
2510,"food is amazing , rich pasta fresh doughy pizza .","['amazing pizza', 'doughy pizza', 'rich pizza', 'fresh pizza']"
2511,"food good , but not would consider of world .",[]
2512,lobster bisque it oz . of maine lobster in it .,['maine lobster']
2513,"am indian , tried many indian place in ny .","['indian place', 'many indian place', 'many place']"
2514,"try pad thai , it fabulous price so cheap !","['pad thai', 'fabulous price']"
2515,"on recent saturday night , group of at bread bar .","['recent night', 'bread bar', 'saturday night', 'recent saturday night']"
2516,food is great inexpensive .,[]
2517,price reasonable .,[]
2518,"dessert be missed , so save room ! !",[]
2519,"it be little confusing a to one go to order , but food is ordered , in treat .",[]
2520,"take good sense of humor , an american express card no limit , walk lollipop , gift bag in hand enough marketing material alain to to take show on road","['marketing material', 'good sense', 'walk lollipop', 'american express', 'material alain', 'express card', 'no limit', 'an american express card', 'gift bag']"
2521,ingredient organic is real plus me .,['ingredient organic']
2522,it so bad actually refused to pay my food .,['my food']
2523,recommend to anyone enjoys fine cuisine at reasonable price .,"['reasonable price', 'fine cuisine']"
2524,"is , by far , my favorite in nyc wish it affordable so could go often !",['my favorite']
2525,"staff attentive , ambience lovely , food superb .","['lovely superb', 'food superb']"
2526,"love restaurant think using fancy expensive ingrediants make food fine cuisine , even no idea to use .","['expensive ingrediants', 'fancy expensive ingrediants', 'fancy ingrediants', 'love restaurant', 'fine cuisine']"
2527,pizza wine excellent service but really made backyard dining area .,"['excellent service', 'wine service', 'backyard area', 'dining area', 'backyard dining area', 'pizza wine', 'pizza wine excellent service']"
2528,frankenstein show best .,[]
2529,"waiter sweet , food is tasty bill is never large .","['sweet waiter', 'tasty bill']"
2530,"a fan of thai , tried quite different restaurant in nyc one definitely worst .","['different restaurant', 'quite different restaurant', 'a fan']"
2531,"service superb , treat like family .",['service superb']
2532,"we tasting menu unlike of review , felt enough food .",['enough food']
2533,"it took five or so minute to get an empty table , but standing up bad .","['five or so minute', 'empty table', 'an empty table']"
2534,"menu may be small , but everything on it is delicious .",[]
2535,bad latin quarter closed .,"['latin quarter', 'bad latin quarter', 'bad quarter']"
2536,scrapped bottom of vessel in make rice result we large chunk of burnt rice in serving bowl .,"['serving bowl', 'large chunk', 'rice result', 'burnt rice']"
2537,it divine melt in mouth .,[]
2538,stumbled upon gem of pizza be going back frequently .,[]
2539,live block away go to patsy frequently .,['live block']
2540,"dessert we split chocolate cake vanilla gelato espresso , tasty , but thought bit overpriced .","['cake vanilla', 'gelato espresso', 'chocolate cake', 'vanilla espresso']"
2541,"visited my friend life in upper eastside , recommended we go to .","['friend life', 'upper eastside', 'my friend life']"
2542,"warm , comfortable surroundings , nice appointment witness etched glass brickwork separating dining room .","['warm , comfortable surroundings', 'warm surroundings', 'comfortable surroundings', 'nice witness', 'nice appointment witness', 'appointment witness', 'glass brickwork', 'dining room']"
2543,we ran little late reservation but it problem to get table immediately .,"['little late reservation', 'late reservation', 'little reservation']"
2544,kudos haru,[]
2545,we arrived on time reservation seated promptly.the,['time reservation']
2546,plan on eating often .,[]
2547,"would definitely go back special occasion , but not regular fine dining .","['regular dining', 'special occasion', 'fine dining', 'not regular fine dining']"
2548,"well mannered , pleasant staff tony in employ .","['mannered staff', 'pleasant staff']"
2549,flavor robust subtle .,"['flavor subtle', 'flavor robust subtle', 'robust subtle']"
2550,came my friend birthday keep coming back ever since .,"['my friend birthday', 'friend birthday']"
2551,"say is pint happy hour of cheapest oyster ll find in city , though quality is of best .","['cheapest oyster', 'pint happy hour', 'happy hour']"
2552,"would never wait table to eat , it is not great .",[]
2553,"we concluded tiramisu chocolate cake , delicious .","['delicious cake', 'tiramisu cake', 'tiramisu chocolate cake', 'chocolate cake']"
2554,counter service is bad .,['counter service']
2555,grat time at jekyll hyde !,"['jekyll hyde', 'grat time']"
2556,"service great , food fantastic .","['great service', 'fantastic service', 'food fantastic']"
2557,"little of way if live in neighborhood , but definitely worth trip wherever .","['little trip', 'worth trip']"
2558,"is lovely , peaceful place to eat outside .","['peaceful place', 'lovely place', 'lovely , peaceful place']"
2559,we thouroughly disapointed .,[]
2560,is jackel hideof restaurant on ues .,"['hideof restaurant', 'jackel hideof restaurant']"
2561,sauce is delicious crust is perfect .,['delicious crust']
2562,"is great to take of towner , perfect watching sunset .",[]
2563,since my first dinner chance to brunch at orsay .,"['my first dinner', 'first dinner']"
2564,"pay lot decore , but food is no better or worse lot of chinese asian fusion place in ny .","['asian fusion', 'better lot', 'chinese fusion', 'fusion place', 'chinese asian fusion place']"
2565,great entree a well .,[]
2566,"teenage kid love it , .",['teenage kid']
2567,service is not consistently excellent decent .,[]
2568,"food , served in small tasting portion a an option is good dish better next .","['good dish', 'small tasting', 'a an option', 'tasting portion', 'small tasting portion']"
2569,guy awesome !,[]
2570,"do cater to american palate , but if like it hot let know willing to oblige !",['american palate']
2571,loved ! !,[]
2572,mango chicken go on to tell delicious presentation beatiful .,"['mango chicken', 'delicious presentation']"
2573,care food ambience .,['food ambience']
2574,"oh , but wait , we of drink also delightfully overpriced .",[]
2575,avoid at cost .,[]
2576,would highly recommend to everyone occasion !,['everyone occasion']
2577,service is fantastic .,[]
2578,recommend try hidden surely blowup soon,[]
2579,garlic mashed potato hand best in city !,"['garlic hand', 'potato hand']"
2580,food service okay .,['food service']
2581,"great romantic evening , or fun evening friend ...","['great romantic evening', 'romantic evening', 'fun evening friend', 'fun evening', 'evening friend', 'great evening']"
2582,lamb meat cooked extrmely chewy .,"['lamb meat', 'extrmely chewy']"
2583,best pad thai ve ever .,['best pad thai']
2584,"time , food quality decreased substantially , it is lot less crowded it used to , service must definitely be part of reason .",['food quality']
2585,great pizza fantastic service .,"['great service', 'fantastic service', 'great pizza fantastic service']"
2586,we seated outside waiter spilled red wine hot tea on my date .,"['outside waiter', 'hot tea', 'red wine hot tea', 'my date', 'red wine']"
2587,would ask no oil next time .,"['next time', 'no oil']"
2588,"is pretty place in overly cute french way , food insultingly horrible .","['horrible food', 'pretty place', 'french way', 'overly cute french way', 'cute way']"
2589,went lunch it not a good a expected review read .,"['a expected review', 'expected review']"
2590,really know to expect literally overlook main hall of grand central .,"['overlook hall', 'literally overlook main hall', 'main hall']"
2591,none of yucky whipped stuff .,"['whipped stuff', 'yucky whipped stuff']"
2592,"wine list great , dessert shipped in bruno street , is not a good a it used to be .","['wine list', 'great list', 'bruno street']"
2593,ordered lassi asked time it but never got it .,['ordered lassi']
2594,coffee is quite good !,[]
2595,would not recommend to anyone .,[]
2596,"great wine list italian , good food , service initially fine .","['great list', 'wine list', 'italian food', 'good food', 'fine service']"
2597,"despite fact space is large , ve overcrowded floor table .","['large table', 'fact space', 'overcrowded table', 'floor table']"
2598,"know , busy showing vintage tee shirt looking bored , but my agenda is to eat enjoy company of friend , seeking pleasant experience .","['tee shirt', 'my agenda', 'vintage tee shirt', 'vintage shirt', 'pleasant experience']"
2599,"a far a service go , waitress not particularly friendly , but got job done .",['a service']
2600,"not helpful in least give grand run around so by time event date roll around not regret chosing place , but also become hostile !","['chosing place', 'event date', 'grand run']"
2601,to ask three time finally came back dish ive requested .,['three time']
2602,"normally would be improper , however delicious my host not complain .",['my host']
2603,taxan delicious !,['taxan delicious']
2604,"perhaps it an night , but it suprisingly average . rating .",[]
2605,"unlike place in nyc sandwich want come a triple decker , get want in reasonably sized portion price .","['reasonably sized portion price', 'nyc sandwich', 'sized price', 'a triple decker', 'portion price', 'triple decker']"
2606,"southern indian cuisine is still , .","['indian cuisine', 'southern indian cuisine']"
2607,"snob need not bother , is small , neighborhood kind of place .","['small kind', 'neighborhood kind', 'small , neighborhood kind']"
2608,dozen of time never failed to enjoy experience .,[]
2609,even make salad appealing .,[]
2610,two people tip less buck .,"['less buck', 'two people']"
2611,killer sushi !,['killer sushi']
2612,of course reason so packed is food is so delicious !,"['packed reason', 'course reason']"
2613,"staff not friendly , but taste cover .",['taste cover']
2614,jukebox play everything italian opera to stroke .,['italian opera']
2615,ve to many nyc deli .,"['many nyc deli', 'many deli', 'nyc deli']"
2616,is always packed .,[]
2617,much of time it seems like do not care .,[]
2618,plus made perfect martini .,['perfect martini']
2619,am not sure if would call food indian a it is fusion of seems to be french an indian or exotic touch .,['indian touch']
2620,"ve eaten thai many time , am familiar cuisine .","['familiar cuisine', 'many time']"
2621,waiter attentive .,[]
2622,margarita is best ve since ve returned naples !,[]
2623,highly recommend based on experience last night .,['last night']
2624,taste make mouth water .,['mouth water']
2625,came city to try friend recommended it to my husband .,['my husband']
2626,"sake list extensive , but we looking purple haze , listed but made u upon request !","['sake list', 'purple haze']"
2627,"table crammed way close , menu is typical of italian , wine list is simply overpriced .",['wine list']
2628,"in wonderful experience , wait to come back .",['wonderful experience']
2629,food actually aweful .,['aweful food']
2630,"at b.o.g twenty time , official !",['twenty time']
2631,served free appetizer portion perfect lunch .,"['perfect lunch', 'free appetizer', 'appetizer portion']"
2632,is actually space to breathe decor set tone an intimate dinner .,"['an intimate dinner', 'set tone', 'intimate dinner']"
2633,we went around on friday it died bit by so service great !,[]
2634,"my husband ordered steak , medium .","['my husband', 'medium steak']"
2635,"furthermore , rice no seasoning , so sushi bland disgusting .","['sushi bland', 'no seasoning']"
2636,realy fresh sushi nice large menu of japanese classic cuisine .,"['large menu', 'japanese cuisine', 'japanese classic cuisine', 'classic cuisine', 'nice menu']"
2637,sushi is average price anything but .,['average price anything']
2638,"my wife also enjoyed spinach , shanghai low mein , attraction .",['my wife']
2639,owner must coem on website to give credit .,[]
2640,turned full service upstairs sat .,['full service']
2641,would go back .,[]
2642,definitely be back !,[]
2643,several of dim sum order piece .,"['order piece', 'dim piece', 'dim sum order piece', 'sum order']"
2644,not sure reviewer whining so much .,['not sure reviewer']
2645,live up to thai way of living .,['thai way']
2646,if dumpling fetish suggest try !,['dumpling fetish']
2647,"three page wine menu , one page entree horedevous .","['page menu', 'wine menu']"
2648,"food is consistently wonderful ve coming year , owner always accomodating friendly .",['coming year']
2649,waiter owner nonchalant promised to call exterminator but a dismayed or apologetic a would expected .,"['owner nonchalant', 'waiter owner', 'waiter owner nonchalant']"
2650,"live nearby first opened , ate lot .",[]
2651,food fantastic .,[]
2652,is kind of like to take friend to still keep secret .,[]
2653,"if re looking to sit , drink conversation with friend , go to sweet tart order hong kong styled milk tea with tapioca pearl hot .","['tapioca pearl', 'sweet tart order', 'sweet order', 'milk tea', 'hong kong', 'tart order']"
2654,"aside sea urchin , chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro fatty tuna , sea eel , etc .","['sea urchin', 'fatty yellow tail', 'boton shrimp', 'sea eel', 'yellow tail', 'an assortment', 'blue fin']"
2655,"re also friendlier , especially owner , kenny .",[]
2656,"room is not particularly comfortable , re seated ll forget everything except on plate .",[]
2657,ve lived in nyc my life never seen so many waterbugs in one except in really bad dream .,"['many waterbugs', 'so many waterbugs', 'bad dream', 'my life', 'really bad dream']"
2658,winnie staff best crew find serving .,"['winnie staff best crew', 'best crew']"
2659,"ambiance is minimal food is not phenomenal , but dish quite good , a eggplant parmesan , veal in carozza chicken saltimbocca .","['carozza saltimbocca', 'eggplant parmesan', 'minimal food', 'veal parmesan', 'chicken saltimbocca', 'carozza chicken saltimbocca']"
2660,"my host asked appetizer group waiter gave u not we ordered , but item not ordered .","['appetizer group', 'appetizer group waiter', 'my host', 'group waiter']"
2661,even get package of chutney to stock fridge !,['stock fridge']
2662,bar various selection mixed drink special is catcher ! .,"['mixed drink', 'drink special', 'various special']"
2663,slightly on pricey side but worth it !,['pricey side']
2664,"if it food , it must be service or ambience .",[]
2665,"course of past month , chef staff changed it not better .","['past month', 'chef staff']"
2666,"like ambience , it dark original .",[]
2667,not typical nyc gimmick theme .,"['typical theme', 'gimmick theme']"
2668,we exploring grand central want to eat in food court .,"['central want', 'grand want', 'food court', 'grand central want']"
2669,"overall , not worth money .",[]
2670,is not worth price .,['worth price']
2671,we left one drink .,['one drink']
2672,everything happened not even up to mediocre .,[]
2673,last time week ago early at pm it crowded noisy .,['last time']
2674,pick bagel best bagel in city .,['bagel best bagel']
2675,"paying atmosphere , is nice , but be in numerous place in bay ridge .","['bay ridge', 'numerous place']"
2676,it called gnochi alla nona is found chef special .,['gnochi alla nona']
2677,it is one nicest outdoor restaurant ever seen in ny am italy rival one in my country .,"['my country', 'nicest restaurant', 'outdoor restaurant', 'one nicest outdoor restaurant', 'italy rival']"
2678,yes to wait to be seated small is no waiting area seat at bar taken .,"['waiting seat', 'no waiting area seat', 'area seat']"
2679,"last two time ordered my food soo spicy could barely eat it , spice took away flavor of dish .","['last two time', 'soo spicy', 'my food soo spicy', 'food soo', 'last time']"
2680,fried dumpling great !,[]
2681,best chinese style bbq rib in city .,"['chinese style', 'style bbq']"
2682,ive so many time waiter know my name .,"['my name', 'so many time waiter', 'time waiter', 'many time']"
2683,decor is simple but comfortable .,[]
2684,ve frequenting tasting room since it first arrived in east village ve never disappointed .,"['east village', 'tasting room']"
2685,"we figured we never argentinian pizza so we grabbed lunch , sharing large pelligrino , pizza of two of special , one goat cheese blue cheese , excellent .","['large pelligrino', 'blue cheese']"
2686,heartland brewery is great way to start or finish day .,"['heartland brewery', 'great way']"
2687,kamasutra bombay cosmopolitan excellent tipsy in no time .,"['bombay tipsy', 'cosmopolitan tipsy', 'no time', 'excellent tipsy']"
2688,is perfect date spot williamsburg couple .,"['spot williamsburg', 'date williamsburg', 'perfect williamsburg', 'williamsburg couple']"
2689,dim sum is so so .,['dim sum']
2690,"it raining , we figured not ?",[]
2691,"is much tasty food , of it fresh continually refilled .","['much food', 'much tasty food', 'tasty food']"
2692,"straight up cheap , good food .","['good food', 'cheap food']"
2693,another welcome addition to neighborhood .,"['welcome addition', 'another welcome addition']"
2694,seating is ok even though sometimes alot of people .,['even though sometimes alot']
2695,"time , prefer not to go detail .",[]
2696,"even relatively inexpensive botle of wine , if call . inexpensive , cost is roof better average fare .","['inexpensive botle', 'even relatively inexpensive botle', 'average fare', 'inexpensive cost', 'better fare', 'roof better average fare', 'inexpensive , cost']"
2697,"service slow , but people friendly .","['friendly people', 'service slow']"
2698,steamed fresh so brought hot hot hot to table .,"['hot hot hot', 'hot hot']"
2699,steak fatty sauce overpowering not tasty .,['fatty sauce']
2700,my problem is literally sitting on top of people next to !,['my problem']
2701,affordable .,[]
2702,"staff make feel at home , food is great atmosphere is wonderful !",['great atmosphere']
2703,actually feel like keep it secret .,[]
2704,food is alright stuff is good is not like steak dish tends to be dry .,['steak dish']
2705,"not would not recommend jimmy restaurant to friend , would strongly suggest go anywhere but .",['jimmy restaurant']
2706,diverse menu so something everybody .,['diverse menu']
2707,haru on park is simply disgusting .,[]
2708,staff busy ordering sushi dinner laying it to eat on bar to even bring me my check .,"['my check', 'busy staff', 'sushi dinner']"
2709,"a long time patron of mamoun , always figured found best late night food spot in city .","['late night', 'late night food spot', 'a long time patron', 'long time', 'time patron', 'night spot', 'food spot']"
2710,drop dollar bill uncle weekend at score .,"['drop dollar', 'dollar bill', 'uncle weekend']"
2711,bagel huge .,['bagel huge']
2712,go to relax feel like somewhere else .,[]
2713,get tuna of gari .,[]
2714,"like somosas , chai , chole , but dhosas dhal kinda dissapointing .",['kinda dissapointing']
2715,it nice surprise .,['nice surprise']
2716,edible but really ripoff at price given whats in area .,[]
2717,"staff nice , but seemed really stressed unisex bathroom need to be cleaned often .","['nice staff', 'unisex bathroom']"
2718,am french really felt like home ! !,[]
2719,to casimir time always great time .,"['casimir time', 'great time']"
2720,service thing good .,['service thing']
2721,"it usually packed good reason , esp .",['good reason']
2722,service friendly attentive .,"['service friendly attentive', 'friendly attentive']"
2723,love going !,[]
2724,not recommend og highly if tried check it .,[]
2725,"it first we ate on first trip to new york , it be last we stop a we head of town on next trip to new york .","['new york', 'a we head', 'first trip', 'next trip']"
2726,service prompt but slightly rushed .,['service prompt']
2727,"great food , great decor , great service .","['great service', 'great food', 'great decor']"
