id,text,aspects,sentence
2495,neighborhood nice though so check another instead .,['nice neighborhood'],neighborhood nice though so check another instead .
2496,my fish delicious in an incredible curry sauce .,"['an incredible curry sauce', 'incredible sauce', 'my fish', 'curry sauce']",my fish delicious in an incredible curry sauce .
2497,if in search of authentic nyc deli experience look no famous historic katz deli on lower east side .,"['nyc experience', 'lower side', 'deli experience', 'east side', 'lower east side', 'authentic nyc deli experience', 'authentic experience']",if in search of authentic nyc deli experience look no famous historic katz deli on lower east side .
2498,"even upon delivery , juicy pork bun quite good . .","['juicy bun', 'good bun', 'pork bun', 'juicy pork bun']","even upon delivery , juicy pork bun quite good . ."
2499,is also .,[],is also .
2500,everything is sale in including sculptured iron statue on table .,"['iron statue', 'sculptured statue', 'sculptured iron statue']",everything is sale in including sculptured iron statue on table .
2501,"average to good thai food , but terrible delivery .","['good thai food', 'thai food', 'terrible delivery']","average to good thai food , but terrible delivery ."
2502,space is nice but we order drink we in surprise .,[],space is nice but we order drink we in surprise .
2503,entire place treatment we received felt a conveyor belt .,"['conveyor belt', 'entire treatment', 'entire place treatment', 'a conveyor belt', 'place treatment']",entire place treatment we received felt a conveyor belt .
2504,joe pizza used to best slice pizzeria opened up .,"['best slice pizzeria', 'joe pizza', 'best pizzeria', 'slice pizzeria']",joe pizza used to best slice pizzeria opened up .
2505,in reality felt a if gotten air france in th district in paris .,[],in reality felt a if gotten air france in th district in paris .
2506,never anything like it !,['never anything'],never anything like it !
2507,"yeah crowd take it bit seriously , but it .",[],"yeah crowd take it bit seriously , but it ."
2508,provided delicious dessert on house !,['delicious dessert'],provided delicious dessert on house !
2509,"still living in dark age do not an answering machine , so if want to make reservation limited .","['not an answering machine', 'answering machine', 'dark age']","still living in dark age do not an answering machine , so if want to make reservation limited ."
2510,"food is amazing , rich pasta fresh doughy pizza .","['amazing pizza', 'rich pizza', 'fresh pizza', 'doughy pizza']","food is amazing , rich pasta fresh doughy pizza ."
2511,"food good , but not would consider of world .",['good food'],"food good , but not would consider of world ."
2512,lobster bisque it oz . of maine lobster in it .,['maine lobster'],lobster bisque it oz . of maine lobster in it .
2513,"am indian , tried many indian place in ny .","['indian place', 'many place', 'many indian place']","am indian , tried many indian place in ny ."
2514,"try pad thai , it fabulous price so cheap !","['pad thai', 'cheap price', 'fabulous price']","try pad thai , it fabulous price so cheap !"
2515,"on recent saturday night , group of at bread bar .","['recent saturday night', 'recent night', 'saturday night', 'bread bar']","on recent saturday night , group of at bread bar ."
2516,food is great inexpensive .,[],food is great inexpensive .
2517,price reasonable .,[],price reasonable .
2518,"dessert be missed , so save room ! !",['save room'],"dessert be missed , so save room ! !"
2519,"it be little confusing a to one go to order , but food is ordered , in treat .",[],"it be little confusing a to one go to order , but food is ordered , in treat ."
2520,"take good sense of humor , an american express card no limit , walk lollipop , gift bag in hand enough marketing material alain to to take show on road","['gift bag', 'express card', 'american card', 'marketing material', 'material alain', 'good sense', 'walk lollipop', 'enough alain']","take good sense of humor , an american express card no limit , walk lollipop , gift bag in hand enough marketing material alain to to take show on road"
2521,ingredient organic is real plus me .,['ingredient organic'],ingredient organic is real plus me .
2522,it so bad actually refused to pay my food .,['my food'],it so bad actually refused to pay my food .
2523,recommend to anyone enjoys fine cuisine at reasonable price .,"['reasonable price', 'fine cuisine']",recommend to anyone enjoys fine cuisine at reasonable price .
2524,"is , by far , my favorite in nyc wish it affordable so could go often !",['my favorite'],"is , by far , my favorite in nyc wish it affordable so could go often !"
2525,"staff attentive , ambience lovely , food superb .","['staff attentive', 'food superb', 'lovely superb']","staff attentive , ambience lovely , food superb ."
2526,"love restaurant think using fancy expensive ingrediants make food fine cuisine , even no idea to use .","['food fine cuisine', 'love restaurant', 'fancy ingrediants', 'fancy expensive ingrediants', 'food cuisine', 'fine cuisine', 'expensive ingrediants']","love restaurant think using fancy expensive ingrediants make food fine cuisine , even no idea to use ."
2527,pizza wine excellent service but really made backyard dining area .,"['excellent service', 'backyard area', 'backyard dining area', 'wine excellent service', 'dining area']",pizza wine excellent service but really made backyard dining area .
2528,frankenstein show best .,[],frankenstein show best .
2529,"waiter sweet , food is tasty bill is never large .",['tasty bill'],"waiter sweet , food is tasty bill is never large ."
2530,"a fan of thai , tried quite different restaurant in nyc one definitely worst .","['different restaurant', 'quite different restaurant', 'a fan']","a fan of thai , tried quite different restaurant in nyc one definitely worst ."
2531,"service superb , treat like family .",['service superb'],"service superb , treat like family ."
2532,"we tasting menu unlike of review , felt enough food .",['enough food'],"we tasting menu unlike of review , felt enough food ."
2533,"it took five or so minute to get an empty table , but standing up bad .","['empty table', 'five or so minute', 'an empty table']","it took five or so minute to get an empty table , but standing up bad ."
2534,"menu may be small , but everything on it is delicious .",[],"menu may be small , but everything on it is delicious ."
2535,bad latin quarter closed .,"['bad quarter', 'bad latin quarter', 'latin quarter']",bad latin quarter closed .
2536,scrapped bottom of vessel in make rice result we large chunk of burnt rice in serving bowl .,"['scrapped bottom', 'burnt rice', 'large chunk']",scrapped bottom of vessel in make rice result we large chunk of burnt rice in serving bowl .
2537,it divine melt in mouth .,[],it divine melt in mouth .
2538,stumbled upon gem of pizza be going back frequently .,[],stumbled upon gem of pizza be going back frequently .
2539,live block away go to patsy frequently .,['live block'],live block away go to patsy frequently .
2540,"dessert we split chocolate cake vanilla gelato espresso , tasty , but thought bit overpriced .","['cake vanilla', 'gelato espresso', 'vanilla espresso', 'chocolate cake']","dessert we split chocolate cake vanilla gelato espresso , tasty , but thought bit overpriced ."
2541,"visited my friend life in upper eastside , recommended we go to .","['my friend life', 'upper eastside', 'friend life']","visited my friend life in upper eastside , recommended we go to ."
2542,"warm , comfortable surroundings , nice appointment witness etched glass brickwork separating dining room .","['glass brickwork', 'nice witness', 'warm surroundings', 'appointment witness', 'dining room', 'comfortable surroundings', 'warm , comfortable surroundings', 'nice appointment witness']","warm , comfortable surroundings , nice appointment witness etched glass brickwork separating dining room ."
2543,we ran little late reservation but it problem to get table immediately .,"['little reservation', 'late reservation', 'little late reservation']",we ran little late reservation but it problem to get table immediately .
2544,kudos haru,[],kudos haru
2545,we arrived on time reservation seated promptly.the,['time reservation'],we arrived on time reservation seated promptly.the
2546,plan on eating often .,[],plan on eating often .
2547,"would definitely go back special occasion , but not regular fine dining .","['regular dining', 'not regular fine dining', 'special occasion', 'fine dining']","would definitely go back special occasion , but not regular fine dining ."
2548,"well mannered , pleasant staff tony in employ .","['staff tony', 'pleasant staff', 'mannered tony']","well mannered , pleasant staff tony in employ ."
2549,flavor robust subtle .,['robust subtle'],flavor robust subtle .
2550,came my friend birthday keep coming back ever since .,['my friend'],came my friend birthday keep coming back ever since .
2551,"say is pint happy hour of cheapest oyster ll find in city , though quality is of best .","['happy hour', 'pint hour', 'cheapest oyster', 'pint happy hour']","say is pint happy hour of cheapest oyster ll find in city , though quality is of best ."
2552,"would never wait table to eat , it is not great .",[],"would never wait table to eat , it is not great ."
2553,"we concluded tiramisu chocolate cake , delicious .","['delicious cake', 'tiramisu cake', 'tiramisu chocolate cake', 'chocolate cake']","we concluded tiramisu chocolate cake , delicious ."
2554,counter service is bad .,['counter service'],counter service is bad .
2555,grat time at jekyll hyde !,"['grat time', 'jekyll hyde']",grat time at jekyll hyde !
2556,"service great , food fantastic .","['food fantastic', 'great service']","service great , food fantastic ."
2557,"little of way if live in neighborhood , but definitely worth trip wherever .","['worth trip', 'little trip']","little of way if live in neighborhood , but definitely worth trip wherever ."
2558,"is lovely , peaceful place to eat outside .","['lovely , peaceful place', 'peaceful place', 'lovely place']","is lovely , peaceful place to eat outside ."
2559,we thouroughly disapointed .,[],we thouroughly disapointed .
2560,is jackel hideof restaurant on ues .,"['jackel hideof restaurant', 'hideof restaurant']",is jackel hideof restaurant on ues .
2561,sauce is delicious crust is perfect .,['delicious crust'],sauce is delicious crust is perfect .
2562,"is great to take of towner , perfect watching sunset .",[],"is great to take of towner , perfect watching sunset ."
2563,since my first dinner chance to brunch at orsay .,"['my first dinner chance', 'first chance', 'dinner chance']",since my first dinner chance to brunch at orsay .
2564,"pay lot decore , but food is no better or worse lot of chinese asian fusion place in ny .","['chinese place', 'lot decore', 'pay lot', 'chinese asian fusion place', 'better lot', 'asian fusion', 'pay lot decore', 'fusion place']","pay lot decore , but food is no better or worse lot of chinese asian fusion place in ny ."
2565,great entree a well .,['great entree a well'],great entree a well .
2566,"teenage kid love it , .",['teenage kid'],"teenage kid love it , ."
2567,service is not consistently excellent decent .,[],service is not consistently excellent decent .
2568,"food , served in small tasting portion a an option is good dish better next .","['good dish', 'tasting portion', 'a an option', 'small tasting portion']","food , served in small tasting portion a an option is good dish better next ."
2569,guy awesome !,[],guy awesome !
2570,"do cater to american palate , but if like it hot let know willing to oblige !",['american palate'],"do cater to american palate , but if like it hot let know willing to oblige !"
2571,loved ! !,[],loved ! !
2572,mango chicken go on to tell delicious presentation beatiful .,"['delicious presentation', 'mango chicken']",mango chicken go on to tell delicious presentation beatiful .
2573,care food ambience .,"['care food ambience', 'food ambience', 'care ambience']",care food ambience .
2574,"oh , but wait , we of drink also delightfully overpriced .",[],"oh , but wait , we of drink also delightfully overpriced ."
2575,avoid at cost .,[],avoid at cost .
2576,would highly recommend to everyone occasion !,['everyone occasion'],would highly recommend to everyone occasion !
2577,service is fantastic .,[],service is fantastic .
2578,recommend try hidden surely blowup soon,[],recommend try hidden surely blowup soon
2579,garlic mashed potato hand best in city !,"['mashed potato', 'garlic mashed potato', 'potato hand', 'garlic mashed potato hand']",garlic mashed potato hand best in city !
2580,food service okay .,['food service'],food service okay .
2581,"great romantic evening , or fun evening friend ...","['great evening', 'fun evening friend', 'great romantic evening', 'romantic evening', 'fun friend', 'evening friend']","great romantic evening , or fun evening friend ..."
2582,lamb meat cooked extrmely chewy .,['lamb meat'],lamb meat cooked extrmely chewy .
2583,best pad thai ve ever .,['best pad'],best pad thai ve ever .
2584,"time , food quality decreased substantially , it is lot less crowded it used to , service must definitely be part of reason .",['food quality'],"time , food quality decreased substantially , it is lot less crowded it used to , service must definitely be part of reason ."
2585,great pizza fantastic service .,"['great service', 'great pizza fantastic service', 'fantastic service']",great pizza fantastic service .
2586,we seated outside waiter spilled red wine hot tea on my date .,"['my date', 'hot tea', 'outside waiter', 'red wine hot tea', 'red tea']",we seated outside waiter spilled red wine hot tea on my date .
2587,would ask no oil next time .,"['next time', 'no oil']",would ask no oil next time .
2588,"is pretty place in overly cute french way , food insultingly horrible .","['pretty place', 'cute way', 'horrible food', 'french way', 'overly cute french way']","is pretty place in overly cute french way , food insultingly horrible ."
2589,went lunch it not a good a expected review read .,"['expected review', 'a good', 'a expected review']",went lunch it not a good a expected review read .
2590,really know to expect literally overlook main hall of grand central .,"['main hall', 'grand central']",really know to expect literally overlook main hall of grand central .
2591,none of yucky whipped stuff .,"['yucky whipped stuff', 'whipped stuff']",none of yucky whipped stuff .
2592,"wine list great , dessert shipped in bruno street , is not a good a it used to be .","['great list', 'bruno street', 'wine list']","wine list great , dessert shipped in bruno street , is not a good a it used to be ."
2593,ordered lassi asked time it but never got it .,[],ordered lassi asked time it but never got it .
2594,coffee is quite good !,[],coffee is quite good !
2595,would not recommend to anyone .,[],would not recommend to anyone .
2596,"great wine list italian , good food , service initially fine .","['good food', 'great list', 'wine list']","great wine list italian , good food , service initially fine ."
2597,"despite fact space is large , ve overcrowded floor table .","['ve overcrowded floor table', 'overcrowded table', 'fact space', 'floor table']","despite fact space is large , ve overcrowded floor table ."
2598,"know , busy showing vintage tee shirt looking bored , but my agenda is to eat enjoy company of friend , seeking pleasant experience .","['pleasant experience', 'my agenda', 'vintage tee shirt', 'tee shirt', 'vintage tee']","know , busy showing vintage tee shirt looking bored , but my agenda is to eat enjoy company of friend , seeking pleasant experience ."
2599,"a far a service go , waitress not particularly friendly , but got job done .",['a service'],"a far a service go , waitress not particularly friendly , but got job done ."
2600,"not helpful in least give grand run around so by time event date roll around not regret chosing place , but also become hostile !","['chosing place', 'event date', 'grand run']","not helpful in least give grand run around so by time event date roll around not regret chosing place , but also become hostile !"
2601,to ask three time finally came back dish ive requested .,['three time'],to ask three time finally came back dish ive requested .
2602,"normally would be improper , however delicious my host not complain .",['my host'],"normally would be improper , however delicious my host not complain ."
2603,taxan delicious !,[],taxan delicious !
2604,"perhaps it an night , but it suprisingly average . rating .",['perhaps it'],"perhaps it an night , but it suprisingly average . rating ."
2605,"unlike place in nyc sandwich want come a triple decker , get want in reasonably sized portion price .","['portion price', 'reasonably sized portion price', 'nyc sandwich', 'sized price', 'triple decker', 'a triple decker']","unlike place in nyc sandwich want come a triple decker , get want in reasonably sized portion price ."
2606,"southern indian cuisine is still , .","['southern cuisine', 'southern indian cuisine', 'indian cuisine']","southern indian cuisine is still , ."
2607,"snob need not bother , is small , neighborhood kind of place .","['small , neighborhood kind', 'small kind', 'neighborhood kind']","snob need not bother , is small , neighborhood kind of place ."
2608,dozen of time never failed to enjoy experience .,[],dozen of time never failed to enjoy experience .
2609,even make salad appealing .,[],even make salad appealing .
2610,two people tip less buck .,"['less buck', 'two people']",two people tip less buck .
2611,killer sushi !,['killer sushi'],killer sushi !
2612,of course reason so packed is food is so delicious !,"['course reason', 'packed reason']",of course reason so packed is food is so delicious !
2613,"staff not friendly , but taste cover .",['taste cover'],"staff not friendly , but taste cover ."
2614,jukebox play everything italian opera to stroke .,['italian opera'],jukebox play everything italian opera to stroke .
2615,ve to many nyc deli .,"['many deli', 'nyc deli', 'many nyc deli']",ve to many nyc deli .
2616,is always packed .,[],is always packed .
2617,much of time it seems like do not care .,[],much of time it seems like do not care .
2618,plus made perfect martini .,['perfect martini'],plus made perfect martini .
2619,am not sure if would call food indian a it is fusion of seems to be french an indian or exotic touch .,"['french touch', 'food indian', 'indian touch', 'a it']",am not sure if would call food indian a it is fusion of seems to be french an indian or exotic touch .
2620,"ve eaten thai many time , am familiar cuisine .","['familiar cuisine', 'many time']","ve eaten thai many time , am familiar cuisine ."
2621,waiter attentive .,[],waiter attentive .
2622,margarita is best ve since ve returned naples !,[],margarita is best ve since ve returned naples !
2623,highly recommend based on experience last night .,['last night'],highly recommend based on experience last night .
2624,taste make mouth water .,['mouth water'],taste make mouth water .
2625,came city to try friend recommended it to my husband .,['my husband'],came city to try friend recommended it to my husband .
2626,"sake list extensive , but we looking purple haze , listed but made u upon request !","['sake list', 'purple haze']","sake list extensive , but we looking purple haze , listed but made u upon request !"
2627,"table crammed way close , menu is typical of italian , wine list is simply overpriced .","['italian , wine list', 'crammed table', 'italian list', 'wine list']","table crammed way close , menu is typical of italian , wine list is simply overpriced ."
2628,"in wonderful experience , wait to come back .",['wonderful experience'],"in wonderful experience , wait to come back ."
2629,food actually aweful .,['aweful food'],food actually aweful .
2630,"at b.o.g twenty time , official !",['twenty time'],"at b.o.g twenty time , official !"
2631,served free appetizer portion perfect lunch .,"['free appetizer', 'perfect lunch', 'free appetizer portion', 'appetizer portion']",served free appetizer portion perfect lunch .
2632,is actually space to breathe decor set tone an intimate dinner .,"['intimate dinner', 'an intimate dinner', 'decor set tone', 'set tone']",is actually space to breathe decor set tone an intimate dinner .
2633,we went around on friday it died bit by so service great !,"['great service', 'so service']",we went around on friday it died bit by so service great !
2634,"my husband ordered steak , medium .",['my husband'],"my husband ordered steak , medium ."
2635,"furthermore , rice no seasoning , so sushi bland disgusting .","['sushi bland', 'no seasoning']","furthermore , rice no seasoning , so sushi bland disgusting ."
2636,realy fresh sushi nice large menu of japanese classic cuisine .,"['japanese cuisine', 'japanese classic cuisine', 'nice menu', 'classic cuisine', 'large menu']",realy fresh sushi nice large menu of japanese classic cuisine .
2637,sushi is average price anything but .,['average price anything'],sushi is average price anything but .
2638,"my wife also enjoyed spinach , shanghai low mein , attraction .","['my wife', 'shanghai low mein']","my wife also enjoyed spinach , shanghai low mein , attraction ."
2639,owner must coem on website to give credit .,[],owner must coem on website to give credit .
2640,turned full service upstairs sat .,['full service'],turned full service upstairs sat .
2641,would go back .,[],would go back .
2642,definitely be back !,[],definitely be back !
2643,several of dim sum order piece .,"['dim sum order piece', 'sum order', 'order piece', 'dim piece']",several of dim sum order piece .
2644,not sure reviewer whining so much .,[],not sure reviewer whining so much .
2645,live up to thai way of living .,['thai way'],live up to thai way of living .
2646,if dumpling fetish suggest try !,[],if dumpling fetish suggest try !
2647,"three page wine menu , one page entree horedevous .","['three page wine menu', 'page menu', 'wine menu', 'horedevous page']","three page wine menu , one page entree horedevous ."
2648,"food is consistently wonderful ve coming year , owner always accomodating friendly .",['coming year'],"food is consistently wonderful ve coming year , owner always accomodating friendly ."
2649,waiter owner nonchalant promised to call exterminator but a dismayed or apologetic a would expected .,"['waiter owner', 'waiter owner nonchalant', 'owner nonchalant']",waiter owner nonchalant promised to call exterminator but a dismayed or apologetic a would expected .
2650,"live nearby first opened , ate lot .",[],"live nearby first opened , ate lot ."
2651,food fantastic .,['food fantastic'],food fantastic .
2652,is kind of like to take friend to still keep secret .,[],is kind of like to take friend to still keep secret .
2653,"if re looking to sit , drink conversation with friend , go to sweet tart order hong kong styled milk tea with tapioca pearl hot .","['hot tea', 'tart order', 'styled tea', 'sweet tart order', 'milk tea', 'hong kong', 'tapioca pearl', 'sweet order']","if re looking to sit , drink conversation with friend , go to sweet tart order hong kong styled milk tea with tapioca pearl hot ."
2654,"aside sea urchin , chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro fatty tuna , sea eel , etc .","['an assortment', 'fatty yellow tail', 'yellow tail', 'sea eel', 'boton shrimp']","aside sea urchin , chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro fatty tuna , sea eel , etc ."
2655,"re also friendlier , especially owner , kenny .",['friendlier owner'],"re also friendlier , especially owner , kenny ."
2656,"room is not particularly comfortable , re seated ll forget everything except on plate .",[],"room is not particularly comfortable , re seated ll forget everything except on plate ."
2657,ve lived in nyc my life never seen so many waterbugs in one except in really bad dream .,"['my life', 'bad dream', 'many waterbugs', 'really bad dream', 'so many waterbugs']",ve lived in nyc my life never seen so many waterbugs in one except in really bad dream .
2658,winnie staff best crew find serving .,"['winnie staff', 'best crew']",winnie staff best crew find serving .
2659,"ambiance is minimal food is not phenomenal , but dish quite good , a eggplant parmesan , veal in carozza chicken saltimbocca .","['minimal food', 'eggplant parmesan']","ambiance is minimal food is not phenomenal , but dish quite good , a eggplant parmesan , veal in carozza chicken saltimbocca ."
2660,"my host asked appetizer group waiter gave u not we ordered , but item not ordered .","['appetizer group waiter', 'appetizer group', 'my host', 'group waiter']","my host asked appetizer group waiter gave u not we ordered , but item not ordered ."
2661,even get package of chutney to stock fridge !,['stock fridge'],even get package of chutney to stock fridge !
2662,bar various selection mixed drink special is catcher ! .,"['mixed drink', 'various drink', 'drink special']",bar various selection mixed drink special is catcher ! .
2663,slightly on pricey side but worth it !,['pricey side'],slightly on pricey side but worth it !
2664,"if it food , it must be service or ambience .",[],"if it food , it must be service or ambience ."
2665,"course of past month , chef staff changed it not better .","['chef staff', 'past month']","course of past month , chef staff changed it not better ."
2666,"like ambience , it dark original .",[],"like ambience , it dark original ."
2667,not typical nyc gimmick theme .,"['nyc theme', 'gimmick theme', 'typical theme']",not typical nyc gimmick theme .
2668,we exploring grand central want to eat in food court .,['food court'],we exploring grand central want to eat in food court .
2669,"overall , not worth money .",[],"overall , not worth money ."
2670,is not worth price .,['worth price'],is not worth price .
2671,we left one drink .,['one drink'],we left one drink .
2672,everything happened not even up to mediocre .,[],everything happened not even up to mediocre .
2673,last time week ago early at pm it crowded noisy .,['last time'],last time week ago early at pm it crowded noisy .
2674,pick bagel best bagel in city .,['best bagel'],pick bagel best bagel in city .
2675,"paying atmosphere , is nice , but be in numerous place in bay ridge .","['bay ridge', 'numerous place']","paying atmosphere , is nice , but be in numerous place in bay ridge ."
2676,it called gnochi alla nona is found chef special .,"['gnochi alla nona', 'gnochi nona', 'alla nona']",it called gnochi alla nona is found chef special .
2677,it is one nicest outdoor restaurant ever seen in ny am italy rival one in my country .,"['one nicest outdoor restaurant', 'italy rival', 'nicest restaurant', 'outdoor restaurant', 'my country']",it is one nicest outdoor restaurant ever seen in ny am italy rival one in my country .
2678,yes to wait to be seated small is no waiting area seat at bar taken .,"['area seat', 'waiting seat', 'no waiting area seat']",yes to wait to be seated small is no waiting area seat at bar taken .
2679,"last two time ordered my food soo spicy could barely eat it , spice took away flavor of dish .","['last time', 'food soo', 'my food soo spicy', 'soo spicy', 'last two time']","last two time ordered my food soo spicy could barely eat it , spice took away flavor of dish ."
2680,fried dumpling great !,[],fried dumpling great !
2681,best chinese style bbq rib in city .,"['best style', 'best chinese style', 'chinese style']",best chinese style bbq rib in city .
2682,ive so many time waiter know my name .,"['many time', 'so many time waiter', 'my name', 'time waiter']",ive so many time waiter know my name .
2683,decor is simple but comfortable .,[],decor is simple but comfortable .
2684,ve frequenting tasting room since it first arrived in east village ve never disappointed .,"['tasting room', 'east village']",ve frequenting tasting room since it first arrived in east village ve never disappointed .
2685,"we figured we never argentinian pizza so we grabbed lunch , sharing large pelligrino , pizza of two of special , one goat cheese blue cheese , excellent .","['large pelligrino', 'excellent cheese', 'blue cheese', 'goat cheese', 'argentinian pizza']","we figured we never argentinian pizza so we grabbed lunch , sharing large pelligrino , pizza of two of special , one goat cheese blue cheese , excellent ."
2686,heartland brewery is great way to start or finish day .,"['heartland brewery', 'great way']",heartland brewery is great way to start or finish day .
2687,kamasutra bombay cosmopolitan excellent tipsy in no time .,"['no time', 'kamasutra bombay cosmopolitan']",kamasutra bombay cosmopolitan excellent tipsy in no time .
2688,is perfect date spot williamsburg couple .,"['perfect williamsburg', 'williamsburg couple', 'date williamsburg', 'spot williamsburg']",is perfect date spot williamsburg couple .
2689,dim sum is so so .,['dim sum'],dim sum is so so .
2690,"it raining , we figured not ?",[],"it raining , we figured not ?"
2691,"is much tasty food , of it fresh continually refilled .","['much tasty food', 'tasty food', 'much food']","is much tasty food , of it fresh continually refilled ."
2692,"straight up cheap , good food .","['good food', 'cheap food']","straight up cheap , good food ."
2693,another welcome addition to neighborhood .,"['welcome addition', 'another welcome addition']",another welcome addition to neighborhood .
2694,seating is ok even though sometimes alot of people .,['sometimes alot'],seating is ok even though sometimes alot of people .
2695,"time , prefer not to go detail .",[],"time , prefer not to go detail ."
2696,"even relatively inexpensive botle of wine , if call . inexpensive , cost is roof better average fare .","['inexpensive botle', 'roof better average fare', 'average fare']","even relatively inexpensive botle of wine , if call . inexpensive , cost is roof better average fare ."
2697,"service slow , but people friendly .",['friendly people'],"service slow , but people friendly ."
2698,steamed fresh so brought hot hot hot to table .,[],steamed fresh so brought hot hot hot to table .
2699,steak fatty sauce overpowering not tasty .,['fatty sauce'],steak fatty sauce overpowering not tasty .
2700,my problem is literally sitting on top of people next to !,['my problem'],my problem is literally sitting on top of people next to !
2701,affordable .,[],affordable .
2702,"staff make feel at home , food is great atmosphere is wonderful !",['great atmosphere'],"staff make feel at home , food is great atmosphere is wonderful !"
2703,actually feel like keep it secret .,[],actually feel like keep it secret .
2704,food is alright stuff is good is not like steak dish tends to be dry .,['steak dish'],food is alright stuff is good is not like steak dish tends to be dry .
2705,"not would not recommend jimmy restaurant to friend , would strongly suggest go anywhere but .",['jimmy restaurant'],"not would not recommend jimmy restaurant to friend , would strongly suggest go anywhere but ."
2706,diverse menu so something everybody .,['diverse menu'],diverse menu so something everybody .
2707,haru on park is simply disgusting .,[],haru on park is simply disgusting .
2708,staff busy ordering sushi dinner laying it to eat on bar to even bring me my check .,"['busy staff', 'sushi dinner', 'my check']",staff busy ordering sushi dinner laying it to eat on bar to even bring me my check .
2709,"a long time patron of mamoun , always figured found best late night food spot in city .","['long time', 'a long time patron', 'best spot', 'food spot', 'night spot', 'time patron', 'late night']","a long time patron of mamoun , always figured found best late night food spot in city ."
2710,drop dollar bill uncle weekend at score .,['drop dollar'],drop dollar bill uncle weekend at score .
2711,bagel huge .,[],bagel huge .
2712,go to relax feel like somewhere else .,[],go to relax feel like somewhere else .
2713,get tuna of gari .,[],get tuna of gari .
2714,"like somosas , chai , chole , but dhosas dhal kinda dissapointing .",[],"like somosas , chai , chole , but dhosas dhal kinda dissapointing ."
2715,it nice surprise .,['nice surprise'],it nice surprise .
2716,edible but really ripoff at price given whats in area .,[],edible but really ripoff at price given whats in area .
2717,"staff nice , but seemed really stressed unisex bathroom need to be cleaned often .","['nice staff', 'stressed bathroom', 'really stressed unisex bathroom', 'unisex bathroom']","staff nice , but seemed really stressed unisex bathroom need to be cleaned often ."
2718,am french really felt like home ! !,[],am french really felt like home ! !
2719,to casimir time always great time .,['great time'],to casimir time always great time .
2720,service thing good .,"['good thing', 'service thing']",service thing good .
2721,"it usually packed good reason , esp .",['good reason'],"it usually packed good reason , esp ."
2722,service friendly attentive .,[],service friendly attentive .
2723,love going !,[],love going !
2724,not recommend og highly if tried check it .,[],not recommend og highly if tried check it .
2725,"it first we ate on first trip to new york , it be last we stop a we head of town on next trip to new york .","['new york', 'a we head', 'we head', 'first trip', 'next trip']","it first we ate on first trip to new york , it be last we stop a we head of town on next trip to new york ."
2726,service prompt but slightly rushed .,['service prompt'],service prompt but slightly rushed .
2727,"great food , great decor , great service .","['great decor', 'great service', 'great food']","great food , great decor , great service ."
2728,", atlhough table opened up next to u we asked slightly larger space , left u awkardly seated .","['larger space', 'atlhough table', 'slightly larger space']",", atlhough table opened up next to u we asked slightly larger space , left u awkardly seated ."
2729,"palak paneer standard , not fan of malai kofta .","['not fan', 'paneer standard', 'palak standard', 'palak paneer standard', 'malai kofta']","palak paneer standard , not fan of malai kofta ."
2730,ve dined at alain ducasse in monte carlo half price excellent dining experience .,"['monte carlo', 'half price', 'dining experience', 'excellent experience']",ve dined at alain ducasse in monte carlo half price excellent dining experience .
2731,"yeah , sometimes service be slow .",[],"yeah , sometimes service be slow ."
2732,no ambiance .,['no ambiance'],no ambiance .
2733,"save money waste calorie , go to margharita on washington street instead , amazing food best service .","['waste calorie', 'amazing service', 'washington street', 'money waste calorie', 'money calorie', 'best service']","save money waste calorie , go to margharita on washington street instead , amazing food best service ."
2734,service attentive without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .,"['wonderful spring roll', 'overbearing dish', 'spring roll', 'wonderful roll', 'pineapple tempura', 'attentive service']",service attentive without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .
2735,but trust me it is so worth it .,[],but trust me it is so worth it .
2736,it is not tourist or someone never dined in bay ridge .,['bay ridge'],it is not tourist or someone never dined in bay ridge .
2737,perfect .,[],perfect .
2738,"weird thing if we got bottle , waitress would simply multiplied glass price , make no sense whatsoever .","['glass price', 'no sense', 'weird thing']","weird thing if we got bottle , waitress would simply multiplied glass price , make no sense whatsoever ."
2739,"sell special sushi , everything topping , sauce etc .",['special sushi'],"sell special sushi , everything topping , sauce etc ."
2740,do not try unless re going to hang like rest of hipster apparently no sense of taste .,['apparently no sense'],do not try unless re going to hang like rest of hipster apparently no sense of taste .
2741,never came back to refill glass .,['refill glass'],never came back to refill glass .
2742,"place is small intimate may feel little crowded , but service is excellent it great friend , romantic date , or special occassion .","['great friend', 'small intimate', 'special occassion', 'romantic date', 'it great friend']","place is small intimate may feel little crowded , but service is excellent it great friend , romantic date , or special occassion ."
2743,service excellent food delicious .,[],service excellent food delicious .
2744,service also good .,[],service also good .
2745,"took my girlfriend birthday last night we relaxing , really good meal .","['good meal', 'girlfriend birthday', 'really good meal', 'my girlfriend birthday', 'last night']","took my girlfriend birthday last night we relaxing , really good meal ."
2746,"would not so disappointed portion if quality good enough to make up it , but not !",['disappointed portion'],"would not so disappointed portion if quality good enough to make up it , but not !"
2747,"re rude at time , not friendly .",[],"re rude at time , not friendly ."
2748,happy to nosh in neighborhood food is comforting .,['neighborhood food'],happy to nosh in neighborhood food is comforting .
