id,sentence,aspects,aspectCategories,text
479,The sandwhiches are out-of-this world!,"[{""term"": ""sandwhiches"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""15""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The sandwhiches are out-of-this world!
3379,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.","[{""term"": ""Thia food"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""70""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","If you live in Upper Manhattan, Siam Square is THE place for Thia food."
1733,Decor is charming.,"[{""term"": ""Decor"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""5""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",Decor is charming.
1885,The food was very well prepared.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The food was very well prepared.
1358,Really tasty spring rolls and noodles for a good price though.,"[{""term"": ""spring rolls"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""25""}, {""term"": ""noodles"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""37""}, {""term"": ""price"", ""polarity"": ""positive"", ""start"": ""49"", ""end"": ""54""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",Really tasty spring rolls and noodles for a good price though.
3533,Stay away from this place.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Stay away from this place.
2389,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","[{""term"": ""dim sum"", ""polarity"": ""negative"", ""start"": ""51"", ""end"": ""58""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""33""}, {""term"": ""portions"", ""polarity"": ""negative"", ""start"": ""85"", ""end"": ""93""}, {""term"": ""dishes"", ""polarity"": ""neutral"", ""start"": ""118"", ""end"": ""124""}, {""term"": ""dish"", ""polarity"": ""neutral"", ""start"": ""150"", ""end"": ""154""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap."
3087,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.","[{""term"": ""drinks"", ""polarity"": ""negative"", ""start"": ""53"", ""end"": ""59""}, {""term"": ""bars"", ""polarity"": ""negative"", ""start"": ""72"", ""end"": ""76""}, {""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""109"", ""end"": ""115""}]","[{""category"": ""food"", ""polarity"": ""conflict""}, {""category"": ""price"", ""polarity"": ""negative""}]","While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","[{""term"": ""stuff"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""19""}, {""term"": ""waiter"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""52""}, {""term"": ""dessert"", ""polarity"": ""positive"", ""start"": ""90"", ""end"": ""97""}, {""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""192"", ""end"": ""197""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff."
418,"The food arrived 20 minutes after I called, cold and soggy.","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","The food arrived 20 minutes after I called, cold and soggy."
871,"If you go for the pre-theatre menu, it's an even greater deal.","[{""term"": ""pre-theatre menu"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""34""}]","[{""category"": ""price"", ""polarity"": ""positive""}]","If you go for the pre-theatre menu, it's an even greater deal."
1556,"The one up front will smile and say What can I get for you, brother?",[],"[{""category"": ""service"", ""polarity"": ""neutral""}]","The one up front will smile and say What can I get for you, brother?"
355,Brava La Pizza Fresca!,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Brava La Pizza Fresca!
3266,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.","[{""term"": ""seafood"", ""polarity"": ""positive"", ""start"": ""95"", ""end"": ""102""}, {""term"": ""vegetables"", ""polarity"": ""positive"", ""start"": ""107"", ""end"": ""117""}, {""term"": ""portion size"", ""polarity"": ""negative"", ""start"": ""132"", ""end"": ""144""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place."
966,"The prices cannot be beat for the quality, quantity, freshness and taste.","[{""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}, {""term"": ""quality"", ""polarity"": ""positive"", ""start"": ""34"", ""end"": ""41""}, {""term"": ""quantity"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""51""}, {""term"": ""freshness"", ""polarity"": ""positive"", ""start"": ""53"", ""end"": ""62""}, {""term"": ""taste"", ""polarity"": ""positive"", ""start"": ""67"", ""end"": ""72""}]","[{""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]","The prices cannot be beat for the quality, quantity, freshness and taste."
980,"Check it out, it won't hurt your stomach or your wallet.","[{""term"": ""stomach"", ""polarity"": ""positive"", ""start"": ""33"", ""end"": ""40""}, {""term"": ""wallet"", ""polarity"": ""positive"", ""start"": ""49"", ""end"": ""55""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Check it out, it won't hurt your stomach or your wallet."
167,"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over."
2546,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!","[{""term"": ""Gnochi"", ""polarity"": ""positive"", ""start"": ""95"", ""end"": ""101""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!"
937,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,"[{""term"": ""SERVICE"", ""polarity"": ""negative"", ""start"": ""16"", ""end"": ""23""}, {""term"": ""FOOD QUALITY"", ""polarity"": ""negative"", ""start"": ""27"", ""end"": ""39""}, {""term"": ""PRICES"", ""polarity"": ""negative"", ""start"": ""54"", ""end"": ""60""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""price"", ""polarity"": ""negative""}]",INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.
2712,I have been about 4 times and have always had a great meal.,"[{""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""54"", ""end"": ""58""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I have been about 4 times and have always had a great meal.
1170,I go back in line like three times on average until I can't walk anymore.,"[{""term"": ""line"", ""polarity"": ""negative"", ""start"": ""13"", ""end"": ""17""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I go back in line like three times on average until I can't walk anymore.
3043,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,"[{""term"": ""dinner specials"", ""polarity"": ""positive"", ""start"": ""32"", ""end"": ""47""}, {""term"": ""priced"", ""polarity"": ""positive"", ""start"": ""77"", ""end"": ""83""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",We usually just get some of the dinner specials and they are very reasonably priced and very tasty.
41,Horrible food and Horrible service.,"[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""9"", ""end"": ""13""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""27"", ""end"": ""34""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]",Horrible food and Horrible service.
3677,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,"[{""term"": ""wine"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""cheese"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""19""}, {""term"": ""fondue"", ""polarity"": ""positive"", ""start"": ""66"", ""end"": ""72""}, {""term"": ""table grilling"", ""polarity"": ""positive"", ""start"": ""76"", ""end"": ""90""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.
1485,Bleecker St Pizza is the best!,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Bleecker St Pizza is the best!
42,I DO NOT RECOMMEND THE HEARTLAND BREWERY.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",I DO NOT RECOMMEND THE HEARTLAND BREWERY.
1326,They treated us well and the food was extremely fresh and well-prepared.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""33""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",They treated us well and the food was extremely fresh and well-prepared.
2400,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,"[{""term"": ""exotic salad"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""18""}, {""term"": ""green salad"", ""polarity"": ""positive"", ""start"": ""49"", ""end"": ""60""}, {""term"": ""sweet basil fried tofu"", ""polarity"": ""positive"", ""start"": ""110"", ""end"": ""132""}, {""term"": ""peanut sauce"", ""polarity"": ""positive"", ""start"": ""68"", ""end"": ""80""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
3171,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,"[{""term"": ""TOASTING"", ""polarity"": ""negative"", ""start"": ""22"", ""end"": ""30""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",THE BIG COMPLAINT: NO TOASTING AVAILABLE.
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""16""}, {""term"": ""garden"", ""polarity"": ""positive"", ""start"": ""39"", ""end"": ""45""}, {""term"": ""place"", ""polarity"": ""positive"", ""start"": ""57"", ""end"": ""62""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","Even if the food wasn't this good, the garden is a great place to sit outside and relax."
1627,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""112"", ""end"": ""119""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly."
739,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""waiter"", ""polarity"": ""negative"", ""start"": ""29"", ""end"": ""35""}, {""term"": ""wine"", ""polarity"": ""negative"", ""start"": ""69"", ""end"": ""73""}, {""term"": ""meal"", ""polarity"": ""neutral"", ""start"": ""102"", ""end"": ""106""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal."
2492,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","[{""term"": ""chicken"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""steak"", ""polarity"": ""positive"", ""start"": ""16"", ""end"": ""21""}, {""term"": ""lamb sandwhich"", ""polarity"": ""positive"", ""start"": ""70"", ""end"": ""84""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites."
2198,Faan is sooo good.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Faan is sooo good.
2390,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,"[{""term"": ""dim sum dish"", ""polarity"": ""negative"", ""start"": ""74"", ""end"": ""86""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.
3467,No you're going to go back because the food was good.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""39"", ""end"": ""43""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",No you're going to go back because the food was good.
334,The food was great and the service was even better.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""27"", ""end"": ""34""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",The food was great and the service was even better.
1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","[{""term"": ""rice"", ""polarity"": ""positive"", ""start"": ""116"", ""end"": ""120""}, {""term"": ""entrees"", ""polarity"": ""positive"", ""start"": ""129"", ""end"": ""136""}]","[{""category"": ""ambience"", ""polarity"": ""negative""}, {""category"": ""price"", ""polarity"": ""positive""}]","While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees."
913,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"[{""term"": ""Traditional French decour"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""25""}, {""term"": ""hall"", ""polarity"": ""negative"", ""start"": ""50"", ""end"": ""54""}]","[{""category"": ""ambience"", ""polarity"": ""conflict""}]",Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
3003,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,"[{""term"": ""fish"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""sushi chef"", ""polarity"": ""positive"", ""start"": ""77"", ""end"": ""87""}, {""term"": ""wasabi"", ""polarity"": ""positive"", ""start"": ""117"", ""end"": ""123""}, {""term"": ""soy sauce"", ""polarity"": ""positive"", ""start"": ""128"", ""end"": ""137""}, {""term"": ""sea salt"", ""polarity"": ""positive"", ""start"": ""167"", ""end"": ""175""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).
3583,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","[{""term"": ""burgers"", ""polarity"": ""negative"", ""start"": ""20"", ""end"": ""27""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
3581,My son and his girlfriend both wanted cheeseburgers and they were huge!,"[{""term"": ""cheeseburgers"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""51""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",My son and his girlfriend both wanted cheeseburgers and they were huge!
2435,I really recommend the very simple Unda (Egg) rolls.,"[{""term"": ""Unda (Egg) rolls"", ""polarity"": ""positive"", ""start"": ""35"", ""end"": ""51""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I really recommend the very simple Unda (Egg) rolls.
3704,I will not be coming here at 3am again.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",I will not be coming here at 3am again.
3200,Unbelievable.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Unbelievable.
943,Very good wine choices.,"[{""term"": ""wine choices"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""22""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Very good wine choices.
2516,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.","[{""term"": ""Jazz"", ""polarity"": ""positive"", ""start"": ""78"", ""end"": ""82""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights."
3428,We will be back.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",We will be back.
3647,We were seated and ignored by waitstaff.,"[{""term"": ""waitstaff"", ""polarity"": ""negative"", ""start"": ""30"", ""end"": ""39""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",We were seated and ignored by waitstaff.
784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.","[{""term"": ""lazy susans"", ""polarity"": ""positive"", ""start"": ""90"", ""end"": ""101""}, {""term"": ""tables"", ""polarity"": ""positive"", ""start"": ""110"", ""end"": ""116""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]","If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here."
1540,They showed up 15 minutes after the tuna melt.,"[{""term"": ""tuna"", ""polarity"": ""positive"", ""start"": ""36"", ""end"": ""40""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",They showed up 15 minutes after the tuna melt.
1980,"Tasty steak, pork loin, the works.","[{""term"": ""steak"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""11""}, {""term"": ""pork loin"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""22""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","Tasty steak, pork loin, the works."
292,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,"[{""term"": ""table"", ""polarity"": ""neutral"", ""start"": ""45"", ""end"": ""50""}, {""term"": ""wait"", ""polarity"": ""negative"", ""start"": ""115"", ""end"": ""119""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]",I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.
774,I went to Ruby Foos for my birthday and enjoyed our experience there.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I went to Ruby Foos for my birthday and enjoyed our experience there.
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"[{""term"": ""setting"", ""polarity"": ""positive"", ""start"": ""75"", ""end"": ""82""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""92"", ""end"": ""99""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
732,"The burger was great, also.","[{""term"": ""burger"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","The burger was great, also."
1508,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.","[{""term"": ""discount"", ""polarity"": ""negative"", ""start"": ""20"", ""end"": ""28""}, {""term"": ""service"", ""polarity"": ""negative"", ""start"": ""73"", ""end"": ""80""}]","[{""category"": ""service"", ""polarity"": ""negative""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible."
705,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","[{""term"": ""portions"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""50""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""68"", ""end"": ""72""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
1610,The pizza was great.,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The pizza was great.
3479,And everytime I go there's a bunch of drunk idiots making a scene out front.,[],"[{""category"": ""ambience"", ""polarity"": ""negative""}]",And everytime I go there's a bunch of drunk idiots making a scene out front.
1139,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"[{""term"": ""Edamame pureed"", ""polarity"": ""positive"", ""start"": ""16"", ""end"": ""30""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
1808,"however, it's the service that leaves a bad taste in my mouth.","[{""term"": ""service"", ""polarity"": ""negative"", ""start"": ""18"", ""end"": ""25""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","however, it's the service that leaves a bad taste in my mouth."
2933,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.","[{""term"": ""specials"", ""polarity"": ""neutral"", ""start"": ""48"", ""end"": ""56""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless."
2226,The price was extremely reasonable for the appetizers and food we ate.,"[{""term"": ""price"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""appetizers"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""53""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""58"", ""end"": ""62""}]","[{""category"": ""price"", ""polarity"": ""positive""}]",The price was extremely reasonable for the appetizers and food we ate.
2066,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","[{""term"": ""vegetarian dishes"", ""polarity"": ""negative"", ""start"": ""31"", ""end"": ""48""}, {""term"": ""non-veg selections"", ""polarity"": ""positive"", ""start"": ""89"", ""end"": ""107""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
3362,Kenny the owner is always there and he treats my family like we are part of his family.,"[{""term"": ""owner"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""15""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",Kenny the owner is always there and he treats my family like we are part of his family.
2197,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,"[{""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""51""}, {""term"": ""place"", ""polarity"": ""positive"", ""start"": ""75"", ""end"": ""80""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]",They need a kick out of it but until then the sushi is pretty good and the place is consistent.
547,I've had to wait only a few times during lunch but this place is definitely worth the wait.,"[{""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""41"", ""end"": ""46""}, {""term"": ""wait"", ""polarity"": ""positive"", ""start"": ""86"", ""end"": ""90""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]",I've had to wait only a few times during lunch but this place is definitely worth the wait.
2782,All in all the food was above average and I would return to see how they operate with four or less dinners.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""19""}, {""term"": ""dinners"", ""polarity"": ""neutral"", ""start"": ""99"", ""end"": ""106""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",All in all the food was above average and I would return to see how they operate with four or less dinners.
3046,"Judging from previous posts this used to be a good place, but not any longer.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","Judging from previous posts this used to be a good place, but not any longer."
1398,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""14""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""26"", ""end"": ""33""}, {""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""58""}, {""term"": ""lunch buffet"", ""polarity"": ""positive"", ""start"": ""109"", ""end"": ""121""}, {""term"": ""dinner"", ""polarity"": ""positive"", ""start"": ""88"", ""end"": ""94""}, {""term"": ""lunch"", ""polarity"": ""positive"", ""start"": ""157"", ""end"": ""162""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
2406,"For appetizers, I recommend the shrimp fritters and dumplings.","[{""term"": ""appetizers"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""14""}, {""term"": ""shrimp fritters"", ""polarity"": ""positive"", ""start"": ""32"", ""end"": ""47""}, {""term"": ""dumplings"", ""polarity"": ""positive"", ""start"": ""52"", ""end"": ""61""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","For appetizers, I recommend the shrimp fritters and dumplings."
1178,And cheap!,[],"[{""category"": ""price"", ""polarity"": ""positive""}]",And cheap!
3625,Such nice people working here - but I have to review the food.,"[{""term"": ""people"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""16""}, {""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""57"", ""end"": ""61""}]","[{""category"": ""food"", ""polarity"": ""neutral""}, {""category"": ""service"", ""polarity"": ""positive""}]",Such nice people working here - but I have to review the food.
2652,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.","[{""term"": ""spot lights"", ""polarity"": ""negative"", ""start"": ""65"", ""end"": ""76""}]","[{""category"": ""ambience"", ""polarity"": ""negative""}]","The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses."
930,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),"[{""term"": ""Times Square cocktail"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""29""}, {""term"": ""ginger lemonade with vodka"", ""polarity"": ""positive"", ""start"": ""33"", ""end"": ""59""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)
2710,Nice find.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Nice find.
444,Veal Parmigana - Better than Patsy's!,"[{""term"": ""Veal Parmigana"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""14""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Veal Parmigana - Better than Patsy's!
2467,"Great wine, great food.","[{""term"": ""wine"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""10""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""22""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","Great wine, great food."
1038,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.","[{""term"": ""service"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""11""}, {""term"": ""air conditioning"", ""polarity"": ""negative"", ""start"": ""42"", ""end"": ""58""}, {""term"": ""meal"", ""polarity"": ""negative"", ""start"": ""92"", ""end"": ""96""}]","[{""category"": ""service"", ""polarity"": ""neutral""}, {""category"": ""ambience"", ""polarity"": ""negative""}]","The service was mediocre, and the lack of air conditioning made for a less than comfortable meal."
