id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
2122,"portion size huge , sushi is good .","[{""term"": ""portion sizes"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""17""}, {""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""41"", ""end"": ""46""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","portion size huge , sushi is good .","the portion sizes here are huge, and the sushi is good.","['the', 'portion', 'sizes', 'here', 'are', 'huge', ',', 'and', 'the', 'sushi', 'is', 'good', '.']","['portion', 'sizes', 'huge', ',', 'sushi', 'is', 'good', '.']","['portion', 'size', 'huge', ',', 'sushi', 'is', 'good', '.']","portion size huge , sushi is good ."
659,wish expand .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",wish expand .,just wish they d expand.,"['just', 'wish', 'they', 'expand', '.']","['wish', 'expand', '.']","['wish', 'expand', '.']",wish expand .
2350,my boyfriend ate tuna it cooked perfectly !,"[{""term"": ""tuna"", ""polarity"": ""positive"", ""start"": ""17"", ""end"": ""21""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",my boyfriend ate tuna it cooked perfectly !,my boyfriend ate tuna and it was cooked perfectly!,"['my', 'boyfriend', 'ate', 'tuna', 'and', 'it', 'was', 'cooked', 'perfectly', '!']","['my', 'boyfriend', 'ate', 'tuna', 'it', 'cooked', 'perfectly', '!']","['my', 'boyfriend', 'ate', 'tuna', 'it', 'cooked', 'perfectly', '!']",my boyfriend ate tuna it cooked perfectly !
1119,"expected menu comprised of pad thai tom yum soup , but thought made so special .","[{""term"": ""menu"", ""polarity"": ""neutral"", ""start"": ""25"", ""end"": ""29""}, {""term"": ""pad thai"", ""polarity"": ""neutral"", ""start"": ""48"", ""end"": ""56""}, {""term"": ""tom yum soup"", ""polarity"": ""neutral"", ""start"": ""61"", ""end"": ""73""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","expected menu comprised of pad thai tom yum soup , but thought made so special .","this wasn t the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.","['this', 'wasn', 'the', 'expected', 'menu', 'comprised', 'only', 'of', 'pad', 'thai', 'and', 'tom', 'yum', 'soup', ',', 'but', 'thought', 'that', 'was', 'what', 'made', 'the', 'place', 'so', 'special', '.']","['expected', 'menu', 'comprised', 'of', 'pad', 'thai', 'tom', 'yum', 'soup', ',', 'but', 'thought', 'made', 'so', 'special', '.']","['expected', 'menu', 'comprised', 'of', 'pad', 'thai', 'tom', 'yum', 'soup', ',', 'but', 'thought', 'made', 'so', 'special', '.']","expected menu comprised of pad thai tom yum soup , but thought made so special ."
1158,"good food at bit expensive , but great if want to impress date .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""5"", ""end"": ""9""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""negative""}]","good food at bit expensive , but great if want to impress date .","good food at the restaurant a bit expensive, but great if you want to impress your date .","['good', 'food', 'at', 'the', 'restaurant', 'bit', 'expensive', ',', 'but', 'great', 'if', 'you', 'want', 'to', 'impress', 'your', 'date', '.']","['good', 'food', 'at', 'bit', 'expensive', ',', 'but', 'great', 'if', 'want', 'to', 'impress', 'date', '.']","['good', 'food', 'at', 'bit', 'expensive', ',', 'but', 'great', 'if', 'want', 'to', 'impress', 'date', '.']","good food at bit expensive , but great if want to impress date ."
220,highly recommend caviar russe to anyone want delicious top grade caviar fantastic service .,"[{""term"": ""caviar"", ""polarity"": ""positive"", ""start"": ""72"", ""end"": ""78""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""93"", ""end"": ""100""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",highly recommend caviar russe to anyone want delicious top grade caviar fantastic service .,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,"['highly', 'recommend', 'caviar', 'russe', 'to', 'anyone', 'who', 'wants', 'delicious', 'top', 'grade', 'caviar', 'and', 'fantastic', 'service', '.']","['highly', 'recommend', 'caviar', 'russe', 'to', 'anyone', 'wants', 'delicious', 'top', 'grade', 'caviar', 'fantastic', 'service', '.']","['highly', 'recommend', 'caviar', 'russe', 'to', 'anyone', 'want', 'delicious', 'top', 'grade', 'caviar', 'fantastic', 'service', '.']",highly recommend caviar russe to anyone want delicious top grade caviar fantastic service .
2285,say cheap food is cheaper in chinatown .,"[{""term"": ""food"", ""polarity"": ""conflict"", ""start"": ""32"", ""end"": ""36""}]","[{""category"": ""price"", ""polarity"": ""conflict""}]",say cheap food is cheaper in chinatown .,you can t say its cheap because food is cheaper in chinatown.,"['you', 'can', 'say', 'its', 'cheap', 'because', 'food', 'is', 'cheaper', 'in', 'chinatown', '.']","['say', 'cheap', 'food', 'is', 'cheaper', 'in', 'chinatown', '.']","['say', 'cheap', 'food', 'is', 'cheaper', 'in', 'chinatown', '.']",say cheap food is cheaper in chinatown .
3254,eaten time food always good .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""37"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",eaten time food always good .,i have eaten there times and the food was always good.,"['have', 'eaten', 'there', 'times', 'and', 'the', 'food', 'was', 'always', 'good', '.']","['eaten', 'times', 'food', 'always', 'good', '.']","['eaten', 'time', 'food', 'always', 'good', '.']",eaten time food always good .
1351,keep up good work .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",keep up good work .,keep up the good work.,"['keep', 'up', 'the', 'good', 'work', '.']","['keep', 'up', 'good', 'work', '.']","['keep', 'up', 'good', 'work', '.']",keep up good work .
2216,"thrilled to to wait on line thirty minute , but guess price pay popular .","[{""term"": ""wait"", ""polarity"": ""negative"", ""start"": ""29"", ""end"": ""33""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","thrilled to to wait on line thirty minute , but guess price pay popular .","i wasn t thrilled to have to wait on line for thirty minutes, but i guess that s the price you pay for a popular place.","['wasn', 'thrilled', 'to', 'have', 'to', 'wait', 'on', 'line', 'for', 'thirty', 'minutes', ',', 'but', 'guess', 'that', 'the', 'price', 'you', 'pay', 'for', 'popular', 'place', '.']","['thrilled', 'to', 'to', 'wait', 'on', 'line', 'thirty', 'minutes', ',', 'but', 'guess', 'price', 'pay', 'popular', '.']","['thrilled', 'to', 'to', 'wait', 'on', 'line', 'thirty', 'minute', ',', 'but', 'guess', 'price', 'pay', 'popular', '.']","thrilled to to wait on line thirty minute , but guess price pay popular ."
1467,"great eats , good time .","[{""term"": ""eats"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""10""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]","great eats , good time .","great eats, good times.","['great', 'eats', ',', 'good', 'times', '.']","['great', 'eats', ',', 'good', 'times', '.']","['great', 'eats', ',', 'good', 'time', '.']","great eats , good time ."
555,make sure try a often a .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",make sure try a often a .,make sure you try this place as often as you can.,"['make', 'sure', 'you', 'try', 'this', 'place', 'as', 'often', 'as', 'you', 'can', '.']","['make', 'sure', 'try', 'as', 'often', 'as', '.']","['make', 'sure', 'try', 'a', 'often', 'a', '.']",make sure try a often a .
970,"grilled whole fish wonderful , great spicing .","[{""term"": ""fish"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""18""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","grilled whole fish wonderful , great spicing .","grilled whole fish wonderful, great spicing.","['grilled', 'whole', 'fish', 'wonderful', ',', 'great', 'spicing', '.']","['grilled', 'whole', 'fish', 'wonderful', ',', 'great', 'spicing', '.']","['grilled', 'whole', 'fish', 'wonderful', ',', 'great', 'spicing', '.']","grilled whole fish wonderful , great spicing ."
3506,"year , thought tuscan cuisine best , but salvatore converted me to hearty neapolitan fare on my first visit .","[{""term"": ""Tuscan cuisine"", ""polarity"": ""conflict"", ""start"": ""21"", ""end"": ""35""}, {""term"": ""Neapolitan fare"", ""polarity"": ""positive"", ""start"": ""91"", ""end"": ""106""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","year , thought tuscan cuisine best , but salvatore converted me to hearty neapolitan fare on my first visit .","for years, i thought tuscan cuisine was the best, but salvatore converted me to the hearty neapolitan fare on my first visit.","['for', 'years', ',', 'thought', 'tuscan', 'cuisine', 'was', 'the', 'best', ',', 'but', 'salvatore', 'converted', 'me', 'to', 'the', 'hearty', 'neapolitan', 'fare', 'on', 'my', 'first', 'visit', '.']","['years', ',', 'thought', 'tuscan', 'cuisine', 'best', ',', 'but', 'salvatore', 'converted', 'me', 'to', 'hearty', 'neapolitan', 'fare', 'on', 'my', 'first', 'visit', '.']","['year', ',', 'thought', 'tuscan', 'cuisine', 'best', ',', 'but', 'salvatore', 'converted', 'me', 'to', 'hearty', 'neapolitan', 'fare', 'on', 'my', 'first', 'visit', '.']","year , thought tuscan cuisine best , but salvatore converted me to hearty neapolitan fare on my first visit ."
1123,"plus , entree held up in kitchen on busy saturday night , owner sent complimentary summer roll to hold u !","[{""term"": ""entrees"", ""polarity"": ""negative"", ""start"": ""15"", ""end"": ""22""}, {""term"": ""summer rolls"", ""polarity"": ""positive"", ""start"": ""111"", ""end"": ""123""}, {""term"": ""owner"", ""polarity"": ""positive"", ""start"": ""81"", ""end"": ""86""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","plus , entree held up in kitchen on busy saturday night , owner sent complimentary summer roll to hold u !","plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!","['plus', ',', 'when', 'our', 'entrees', 'were', 'held', 'up', 'in', 'the', 'kitchen', 'on', 'busy', 'saturday', 'night', ',', 'the', 'owner', 'sent', 'over', 'complimentary', 'summer', 'rolls', 'to', 'hold', 'us', 'over', '!']","['plus', ',', 'entrees', 'held', 'up', 'in', 'kitchen', 'on', 'busy', 'saturday', 'night', ',', 'owner', 'sent', 'complimentary', 'summer', 'rolls', 'to', 'hold', 'us', '!']","['plus', ',', 'entree', 'held', 'up', 'in', 'kitchen', 'on', 'busy', 'saturday', 'night', ',', 'owner', 'sent', 'complimentary', 'summer', 'roll', 'to', 'hold', 'u', '!']","plus , entree held up in kitchen on busy saturday night , owner sent complimentary summer roll to hold u !"
2314,service great a well .,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",service great a well .,the service was great as well.,"['the', 'service', 'was', 'great', 'as', 'well', '.']","['service', 'great', 'as', 'well', '.']","['service', 'great', 'a', 'well', '.']",service great a well .
397,try lobster teriyaki rose special roll .,"[{""term"": ""lobster teriyaki"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""24""}, {""term"": ""rose special roll"", ""polarity"": ""positive"", ""start"": ""33"", ""end"": ""50""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",try lobster teriyaki rose special roll .,try the lobster teriyaki and the rose special roll.,"['try', 'the', 'lobster', 'teriyaki', 'and', 'the', 'rose', 'special', 'roll', '.']","['try', 'lobster', 'teriyaki', 'rose', 'special', 'roll', '.']","['try', 'lobster', 'teriyaki', 'rose', 'special', 'roll', '.']",try lobster teriyaki rose special roll .
1395,another plus is of entree approx .,"[{""term"": ""entrees"", ""polarity"": ""positive"", ""start"": ""28"", ""end"": ""35""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",another plus is of entree approx .,another plus is most of the entrees are approx.,"['another', 'plus', 'is', 'most', 'of', 'the', 'entrees', 'are', 'approx', '.']","['another', 'plus', 'is', 'of', 'entrees', 'approx', '.']","['another', 'plus', 'is', 'of', 'entree', 'approx', '.']",another plus is of entree approx .
2246,go back to suan soon !,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",go back to suan soon !,i will go back to suan soon!,"['will', 'go', 'back', 'to', 'suan', 'soon', '!']","['go', 'back', 'to', 'suan', 'soon', '!']","['go', 'back', 'to', 'suan', 'soon', '!']",go back to suan soon !
60,loved it !,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",loved it !,loved it!,"['loved', 'it', '!']","['loved', 'it', '!']","['loved', 'it', '!']",loved it !
2987,"food delicious , atmosphere relaxed , we adopted plate a secret on second !","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""28"", ""end"": ""38""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","food delicious , atmosphere relaxed , we adopted plate a secret on second !","the food was delicious, the atmosphere was relaxed, and we have now adopted plate as our secret on second!","['the', 'food', 'was', 'delicious', ',', 'the', 'atmosphere', 'was', 'relaxed', ',', 'and', 'we', 'have', 'now', 'adopted', 'plate', 'as', 'our', 'secret', 'on', 'second', '!']","['food', 'delicious', ',', 'atmosphere', 'relaxed', ',', 'we', 'adopted', 'plate', 'as', 'secret', 'on', 'second', '!']","['food', 'delicious', ',', 'atmosphere', 'relaxed', ',', 'we', 'adopted', 'plate', 'a', 'secret', 'on', 'second', '!']","food delicious , atmosphere relaxed , we adopted plate a secret on second !"
463,we pleasantly surprised .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",we pleasantly surprised .,we were pleasantly surprised.,"['we', 'were', 'pleasantly', 'surprised', '.']","['we', 'pleasantly', 'surprised', '.']","['we', 'pleasantly', 'surprised', '.']",we pleasantly surprised .
3457,moment we walked in accomodating even though place packed .,"[{""term"": ""place"", ""polarity"": ""negative"", ""start"": ""78"", ""end"": ""83""}]","[{""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""negative""}]",moment we walked in accomodating even though place packed .,from the moment we walked in they were more than accomodating even though the place was packed.,"['from', 'the', 'moment', 'we', 'walked', 'in', 'they', 'were', 'more', 'than', 'accomodating', 'even', 'though', 'the', 'place', 'was', 'packed', '.']","['moment', 'we', 'walked', 'in', 'accomodating', 'even', 'though', 'place', 'packed', '.']","['moment', 'we', 'walked', 'in', 'accomodating', 'even', 'though', 'place', 'packed', '.']",moment we walked in accomodating even though place packed .
3473,"it is loud , hot dark .",[],"[{""category"": ""ambience"", ""polarity"": ""negative""}]","it is loud , hot dark .","it is loud, hot and dark.","['it', 'is', 'loud', ',', 'hot', 'and', 'dark', '.']","['it', 'is', 'loud', ',', 'hot', 'dark', '.']","['it', 'is', 'loud', ',', 'hot', 'dark', '.']","it is loud , hot dark ."
938,"found food , service value exceptional everytime .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""16""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""25""}, {""term"": ""value"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""35""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","found food , service value exceptional everytime .","i found the food, service and value exceptional everytime i have been there.","['found', 'the', 'food', ',', 'service', 'and', 'value', 'exceptional', 'everytime', 'have', 'been', 'there', '.']","['found', 'food', ',', 'service', 'value', 'exceptional', 'everytime', '.']","['found', 'food', ',', 'service', 'value', 'exceptional', 'everytime', '.']","found food , service value exceptional everytime ."
3177,we ate at thai following review but unhappy food .,"[{""term"": ""foods"", ""polarity"": ""negative"", ""start"": ""74"", ""end"": ""79""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}, {""category"": ""food"", ""polarity"": ""negative""}]",we ate at thai following review but unhappy food .,we ate at this thai place following the reviews but very unhappy with the foods.,"['we', 'ate', 'at', 'this', 'thai', 'place', 'following', 'the', 'reviews', 'but', 'very', 'unhappy', 'with', 'the', 'foods', '.']","['we', 'ate', 'at', 'thai', 'following', 'reviews', 'but', 'unhappy', 'foods', '.']","['we', 'ate', 'at', 'thai', 'following', 'review', 'but', 'unhappy', 'food', '.']",we ate at thai following review but unhappy food .
2931,"food is definitely good , but left bit disappointed .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""conflict""}, {""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]","food is definitely good , but left bit disappointed .","the food is definitely good, but i left a bit disappointed.","['the', 'food', 'is', 'definitely', 'good', ',', 'but', 'left', 'bit', 'disappointed', '.']","['food', 'is', 'definitely', 'good', ',', 'but', 'left', 'bit', 'disappointed', '.']","['food', 'is', 'definitely', 'good', ',', 'but', 'left', 'bit', 'disappointed', '.']","food is definitely good , but left bit disappointed ."
3017,"am lb girl , glass of wine glass of beer prior to dinner , still hungry my visit to !","[{""term"": ""glass of wine"", ""polarity"": ""neutral"", ""start"": ""26"", ""end"": ""39""}, {""term"": ""glass of beer"", ""polarity"": ""neutral"", ""start"": ""46"", ""end"": ""59""}, {""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""73"", ""end"": ""79""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}, {""category"": ""food"", ""polarity"": ""negative""}]","am lb girl , glass of wine glass of beer prior to dinner , still hungry my visit to !","i am a lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!","['am', 'lb', 'girl', ',', 'had', 'glass', 'of', 'wine', 'and', 'glass', 'of', 'beer', 'prior', 'to', 'the', 'dinner', ',', 'and', 'was', 'still', 'hungry', 'after', 'my', 'visit', 'to', 'this', 'place', '!']","['am', 'lb', 'girl', ',', 'glass', 'of', 'wine', 'glass', 'of', 'beer', 'prior', 'to', 'dinner', ',', 'still', 'hungry', 'my', 'visit', 'to', '!']","['am', 'lb', 'girl', ',', 'glass', 'of', 'wine', 'glass', 'of', 'beer', 'prior', 'to', 'dinner', ',', 'still', 'hungry', 'my', 'visit', 'to', '!']","am lb girl , glass of wine glass of beer prior to dinner , still hungry my visit to !"
1366,"drink saving grace , but service staff , please , get .","[{""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}, {""term"": ""service staff"", ""polarity"": ""negative"", ""start"": ""35"", ""end"": ""48""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""negative""}]","drink saving grace , but service staff , please , get .","the drinks are a saving grace, but service staff, please, get over yourselves.","['the', 'drinks', 'are', 'saving', 'grace', ',', 'but', 'service', 'staff', ',', 'please', ',', 'get', 'over', 'yourselves', '.']","['drinks', 'saving', 'grace', ',', 'but', 'service', 'staff', ',', 'please', ',', 'get', '.']","['drink', 'saving', 'grace', ',', 'but', 'service', 'staff', ',', 'please', ',', 'get', '.']","drink saving grace , but service staff , please , get ."
1613,it wonderful .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",it wonderful .,it was wonderful.,"['it', 'was', 'wonderful', '.']","['it', 'wonderful', '.']","['it', 'wonderful', '.']",it wonderful .
2309,is downside if re ordering in delivery guy major attitude .,"[{""term"": ""delivery guys"", ""polarity"": ""negative"", ""start"": ""49"", ""end"": ""62""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",is downside if re ordering in delivery guy major attitude .,there is a downside if you re ordering in the delivery guys have major attitude.,"['there', 'is', 'downside', 'if', 'you', 're', 'ordering', 'in', 'the', 'delivery', 'guys', 'have', 'major', 'attitude', '.']","['is', 'downside', 'if', 're', 'ordering', 'in', 'delivery', 'guys', 'major', 'attitude', '.']","['is', 'downside', 'if', 're', 'ordering', 'in', 'delivery', 'guy', 'major', 'attitude', '.']",is downside if re ordering in delivery guy major attitude .
1905,give it another chance write it .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",give it another chance write it .,will give it another chance before i write it off.,"['will', 'give', 'it', 'another', 'chance', 'before', 'write', 'it', 'off', '.']","['give', 'it', 'another', 'chance', 'write', 'it', '.']","['give', 'it', 'another', 'chance', 'write', 'it', '.']",give it another chance write it .
2785,italian staff is warm engaging start .,"[{""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""16"", ""end"": ""21""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",italian staff is warm engaging start .,the all italian staff is warm and engaging from the start.,"['the', 'all', 'italian', 'staff', 'is', 'warm', 'and', 'engaging', 'from', 'the', 'start', '.']","['italian', 'staff', 'is', 'warm', 'engaging', 'start', '.']","['italian', 'staff', 'is', 'warm', 'engaging', 'start', '.']",italian staff is warm engaging start .
1946,village is one of place score on front .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",village is one of place score on front .,village is one of those places that scores on all fronts.,"['village', 'is', 'one', 'of', 'those', 'places', 'that', 'scores', 'on', 'all', 'fronts', '.']","['village', 'is', 'one', 'of', 'places', 'scores', 'on', 'fronts', '.']","['village', 'is', 'one', 'of', 'place', 'score', 'on', 'front', '.']",village is one of place score on front .
1638,price exceptionally reasonable food of caliber .,"[{""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""10""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""44"", ""end"": ""48""}]","[{""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",price exceptionally reasonable food of caliber .,the prices are exceptionally reasonable for food of this caliber.,"['the', 'prices', 'are', 'exceptionally', 'reasonable', 'for', 'food', 'of', 'this', 'caliber', '.']","['prices', 'exceptionally', 'reasonable', 'food', 'of', 'caliber', '.']","['price', 'exceptionally', 'reasonable', 'food', 'of', 'caliber', '.']",price exceptionally reasonable food of caliber .
2472,if go focus be tamarind margarita .,"[{""term"": ""Tamarind Margaritas"", ""polarity"": ""positive"", ""start"": ""42"", ""end"": ""61""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",if go focus be tamarind margarita .,if you go here your focus should be the tamarind margaritas.,"['if', 'you', 'go', 'here', 'your', 'focus', 'should', 'be', 'the', 'tamarind', 'margaritas', '.']","['if', 'go', 'focus', 'be', 'tamarind', 'margaritas', '.']","['if', 'go', 'focus', 'be', 'tamarind', 'margarita', '.']",if go focus be tamarind margarita .
544,it is best hidden rave it to everyone .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",it is best hidden rave it to everyone .,it is the best hidden spot there and i rave about it to everyone.,"['it', 'is', 'the', 'best', 'hidden', 'spot', 'there', 'and', 'rave', 'about', 'it', 'to', 'everyone', '.']","['it', 'is', 'best', 'hidden', 'rave', 'it', 'to', 'everyone', '.']","['it', 'is', 'best', 'hidden', 'rave', 'it', 'to', 'everyone', '.']",it is best hidden rave it to everyone .
260,filet mignon dish superb !,"[{""term"": ""filet mignon dish"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""21""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",filet mignon dish superb !,the filet mignon dish was superb!,"['the', 'filet', 'mignon', 'dish', 'was', 'superb', '!']","['filet', 'mignon', 'dish', 'superb', '!']","['filet', 'mignon', 'dish', 'superb', '!']",filet mignon dish superb !
3482,regular due to consistently good food ease of getting table .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""50"", ""end"": ""54""}, {""term"": ""getting a table"", ""polarity"": ""positive"", ""start"": ""67"", ""end"": ""82""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",regular due to consistently good food ease of getting table .,i had been a regular due to the consistently good food and ease of getting a table.,"['had', 'been', 'regular', 'due', 'to', 'the', 'consistently', 'good', 'food', 'and', 'ease', 'of', 'getting', 'table', '.']","['regular', 'due', 'to', 'consistently', 'good', 'food', 'ease', 'of', 'getting', 'table', '.']","['regular', 'due', 'to', 'consistently', 'good', 'food', 'ease', 'of', 'getting', 'table', '.']",regular due to consistently good food ease of getting table .
695,wait wait my next visit .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",wait wait my next visit .,can t wait wait for my next visit.,"['can', 'wait', 'wait', 'for', 'my', 'next', 'visit', '.']","['wait', 'wait', 'my', 'next', 'visit', '.']","['wait', 'wait', 'my', 'next', 'visit', '.']",wait wait my next visit .
2807,place is japanese it ever get .,"[{""term"": ""place"", ""polarity"": ""positive"", ""start"": ""5"", ""end"": ""10""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",place is japanese it ever get .,this place is the most japanese it can ever get.,"['this', 'place', 'is', 'the', 'most', 'japanese', 'it', 'can', 'ever', 'get', '.']","['place', 'is', 'japanese', 'it', 'ever', 'get', '.']","['place', 'is', 'japanese', 'it', 'ever', 'get', '.']",place is japanese it ever get .
3120,"food is good , lie .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","food is good , lie .","the food is good, i can t lie.","['the', 'food', 'is', 'good', ',', 'can', 'lie', '.']","['food', 'is', 'good', ',', 'lie', '.']","['food', 'is', 'good', ',', 'lie', '.']","food is good , lie ."
3590,"great food , lt of it , one person eat !","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""10""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","great food , lt of it , one person eat !","great food, lt s of it, more then one person can eat!","['great', 'food', ',', 'lt', 'of', 'it', ',', 'more', 'then', 'one', 'person', 'can', 'eat', '!']","['great', 'food', ',', 'lt', 'of', 'it', ',', 'one', 'person', 'eat', '!']","['great', 'food', ',', 'lt', 'of', 'it', ',', 'one', 'person', 'eat', '!']","great food , lt of it , one person eat !"
1534,"expect to like nosh a much a , but pastrami on challah sandwich otherworldly , soup like mom , knish give yonah schimmel run money .","[{""term"": ""pastrami on challah sandwich"", ""polarity"": ""positive"", ""start"": ""55"", ""end"": ""83""}, {""term"": ""soups"", ""polarity"": ""positive"", ""start"": ""112"", ""end"": ""117""}, {""term"": ""knishes"", ""polarity"": ""positive"", ""start"": ""142"", ""end"": ""149""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","expect to like nosh a much a , but pastrami on challah sandwich otherworldly , soup like mom , knish give yonah schimmel run money .","i didn t expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom s, and the knishes give yonah schimmel s a run for its money.","['didn', 'expect', 'to', 'like', 'nosh', 'as', 'much', 'as', 'did', ',', 'but', 'the', 'pastrami', 'on', 'challah', 'sandwich', 'had', 'was', 'otherworldly', ',', 'the', 'soups', 'are', 'like', 'mom', ',', 'and', 'the', 'knishes', 'give', 'yonah', 'schimmel', 'run', 'for', 'its', 'money', '.']","['expect', 'to', 'like', 'nosh', 'as', 'much', 'as', ',', 'but', 'pastrami', 'on', 'challah', 'sandwich', 'otherworldly', ',', 'soups', 'like', 'mom', ',', 'knishes', 'give', 'yonah', 'schimmel', 'run', 'money', '.']","['expect', 'to', 'like', 'nosh', 'a', 'much', 'a', ',', 'but', 'pastrami', 'on', 'challah', 'sandwich', 'otherworldly', ',', 'soup', 'like', 'mom', ',', 'knish', 'give', 'yonah', 'schimmel', 'run', 'money', '.']","expect to like nosh a much a , but pastrami on challah sandwich otherworldly , soup like mom , knish give yonah schimmel run money ."
