review_id,text,aspects,sentiments
2600,"not helpful in least give grand run around so by time event date roll around not regret chosing place , but also become hostile !","['event date', 'grand run', 'chosing place']","[{'aspect': 'event date', 'sentiment': 'negative', 'score': -0.5, 'context': 'grand run around so by time event date roll around not regret chosing place'}, {'aspect': 'grand run', 'sentiment': 'neutral', 'score': -0.1, 'context': 'not helpful in least give grand run around so by time event date'}, {'aspect': 'chosing place', 'sentiment': 'neutral', 'score': -0.0, 'context': 'event date roll around not regret chosing place , but also become hostile !'}]"
2601,to ask three time finally came back dish ive requested .,['three time'],"[{'aspect': 'three time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'to ask three time finally came back dish i ve'}]"
2602,"normally would be improper , however delicious my host not complain .",['my host'],"[{'aspect': 'my host', 'sentiment': 'negative', 'score': -1.0, 'context': 'would be improper , however delicious my host not complain .'}]"
2603,taxan delicious !,['taxan delicious'],"[{'aspect': 'taxan delicious', 'sentiment': 'positive', 'score': 1.0, 'context': 'taxan delicious !'}]"
2604,"perhaps it an night , but it suprisingly average . rating .",[],[]
2605,"unlike place in nyc sandwich want come a triple decker , get want in reasonably sized portion price .","['reasonably sized portion price', 'a triple decker', 'triple decker', 'sized price', 'portion price', 'nyc sandwich']","[{'aspect': 'reasonably sized portion price', 'sentiment': 'positive', 'score': 0.2, 'context': 'triple decker , get want in reasonably sized portion price .'}, {'aspect': 'a triple decker', 'sentiment': 'positive', 'score': 0.2, 'context': 'place in nyc sandwich want come a triple decker , get want in reasonably sized'}, {'aspect': 'triple decker', 'sentiment': 'positive', 'score': 0.2, 'context': 'in nyc sandwich want come a triple decker , get want in reasonably sized'}, {'aspect': 'sized price', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'portion price', 'sentiment': 'positive', 'score': 0.2, 'context': ', get want in reasonably sized portion price .'}, {'aspect': 'nyc sandwich', 'sentiment': 'neutral', 'score': 0.0, 'context': 'unlike place in nyc sandwich want come a triple decker ,'}]"
2606,"southern indian cuisine is still , .","['indian cuisine', 'southern indian cuisine']","[{'aspect': 'indian cuisine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'southern indian cuisine is still , .'}, {'aspect': 'southern indian cuisine', 'sentiment': 'neutral', 'score': 0.0, 'context': 'southern indian cuisine is still , .'}]"
2607,"snob need not bother , is small , neighborhood kind of place .","['small , neighborhood kind', 'neighborhood kind', 'small kind']","[{'aspect': 'small , neighborhood kind', 'sentiment': 'negative', 'score': -0.17, 'context': 'snob need not bother , is small , neighborhood kind of place .'}, {'aspect': 'neighborhood kind', 'sentiment': 'negative', 'score': -0.17, 'context': 'not bother , is small , neighborhood kind of place .'}, {'aspect': 'small kind', 'sentiment': 'neutral', 'score': 0.0}]"
2608,dozen of time never failed to enjoy experience .,[],[]
2609,even make salad appealing .,[],[]
2610,two people tip less buck .,"['less buck', 'two people']","[{'aspect': 'less buck', 'sentiment': 'negative', 'score': -0.17, 'context': 'two people tip less buck .'}, {'aspect': 'two people', 'sentiment': 'negative', 'score': -0.17, 'context': 'two people tip less buck .'}]"
2611,killer sushi !,['killer sushi'],"[{'aspect': 'killer sushi', 'sentiment': 'neutral', 'score': 0.0, 'context': 'killer sushi !'}]"
2612,of course reason so packed is food is so delicious !,"['course reason', 'packed reason']","[{'aspect': 'course reason', 'sentiment': 'neutral', 'score': 0.0, 'context': 'of course reason so packed is food is so'}, {'aspect': 'packed reason', 'sentiment': 'neutral', 'score': 0.0}]"
2613,"staff not friendly , but taste cover .",['taste cover'],"[{'aspect': 'taste cover', 'sentiment': 'positive', 'score': 0.19, 'context': 'staff not friendly , but taste cover .'}]"
2614,jukebox play everything italian opera to stroke .,['italian opera'],"[{'aspect': 'italian opera', 'sentiment': 'neutral', 'score': 0.0, 'context': 'jukebox play everything italian opera to stroke .'}]"
2615,ve to many nyc deli .,"['nyc deli', 'many deli', 'many nyc deli']","[{'aspect': 'nyc deli', 'sentiment': 'positive', 'score': 0.5, 'context': 've to many nyc deli .'}, {'aspect': 'many deli', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'many nyc deli', 'sentiment': 'positive', 'score': 0.5, 'context': 've to many nyc deli .'}]"
2616,is always packed .,[],[]
2617,much of time it seems like do not care .,[],[]
2618,plus made perfect martini .,['perfect martini'],"[{'aspect': 'perfect martini', 'sentiment': 'positive', 'score': 1.0, 'context': 'plus made perfect martini .'}]"
2619,am not sure if would call food indian a it is fusion of seems to be french an indian or exotic touch .,['indian touch'],"[{'aspect': 'indian touch', 'sentiment': 'neutral', 'score': 0.0}]"
2620,"ve eaten thai many time , am familiar cuisine .","['many time', 'familiar cuisine']","[{'aspect': 'many time', 'sentiment': 'positive', 'score': 0.44, 'context': 've eaten thai many time , am familiar cuisine .'}, {'aspect': 'familiar cuisine', 'sentiment': 'positive', 'score': 0.44, 'context': 'eaten thai many time , am familiar cuisine .'}]"
2621,waiter attentive .,[],[]
2622,margarita is best ve since ve returned naples !,[],[]
2623,highly recommend based on experience last night .,['last night'],"[{'aspect': 'last night', 'sentiment': 'neutral', 'score': 0.08, 'context': 'highly recommend based on experience last night .'}]"
2624,taste make mouth water .,['mouth water'],"[{'aspect': 'mouth water', 'sentiment': 'neutral', 'score': 0.0, 'context': 'taste make mouth water .'}]"
2625,came city to try friend recommended it to my husband .,['my husband'],"[{'aspect': 'my husband', 'sentiment': 'neutral', 'score': 0.0, 'context': 'to try friend recommended it to my husband .'}]"
2626,"sake list extensive , but we looking purple haze , listed but made u upon request !","['sake list', 'purple haze']","[{'aspect': 'sake list', 'sentiment': 'neutral', 'score': 0.0, 'context': 'sake list extensive , but we looking purple'}, {'aspect': 'purple haze', 'sentiment': 'neutral', 'score': 0.0, 'context': 'list extensive , but we looking purple haze , listed but made u upon'}]"
2627,"table crammed way close , menu is typical of italian , wine list is simply overpriced .",['wine list'],"[{'aspect': 'wine list', 'sentiment': 'neutral', 'score': -0.06, 'context': 'menu is typical of italian , wine list is simply overpriced .'}]"
2628,"in wonderful experience , wait to come back .",['wonderful experience'],"[{'aspect': 'wonderful experience', 'sentiment': 'positive', 'score': 0.5, 'context': 'in wonderful experience , wait to come back .'}]"
2629,food actually aweful .,['aweful food'],"[{'aspect': 'aweful food', 'sentiment': 'neutral', 'score': 0.0}]"
2630,"at b.o.g twenty time , official !",['twenty time'],"[{'aspect': 'twenty time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'at b.o.g twenty time , official !'}]"
2631,served free appetizer portion perfect lunch .,"['appetizer portion', 'perfect lunch', 'free appetizer']","[{'aspect': 'appetizer portion', 'sentiment': 'positive', 'score': 0.7, 'context': 'served free appetizer portion perfect lunch .'}, {'aspect': 'perfect lunch', 'sentiment': 'positive', 'score': 0.7, 'context': 'served free appetizer portion perfect lunch .'}, {'aspect': 'free appetizer', 'sentiment': 'positive', 'score': 0.7, 'context': 'served free appetizer portion perfect lunch .'}]"
2632,is actually space to breathe decor set tone an intimate dinner .,"['an intimate dinner', 'set tone', 'intimate dinner']","[{'aspect': 'an intimate dinner', 'sentiment': 'positive', 'score': 0.2, 'context': 'space to breathe decor set tone an intimate dinner .'}, {'aspect': 'set tone', 'sentiment': 'neutral', 'score': 0.1, 'context': 'is actually space to breathe decor set tone an intimate dinner .'}, {'aspect': 'intimate dinner', 'sentiment': 'positive', 'score': 0.2, 'context': 'to breathe decor set tone an intimate dinner .'}]"
2633,we went around on friday it died bit by so service great !,[],[]
2634,"my husband ordered steak , medium .","['medium steak', 'my husband']","[{'aspect': 'medium steak', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'my husband', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my husband ordered steak , medium .'}]"
2635,"furthermore , rice no seasoning , so sushi bland disgusting .","['sushi bland', 'no seasoning']","[{'aspect': 'sushi bland', 'sentiment': 'positive', 'score': 0.58, 'context': ', rice no seasoning , so sushi bland disgusting .'}, {'aspect': 'no seasoning', 'sentiment': 'positive', 'score': 0.58, 'context': 'furthermore , rice no seasoning , so sushi bland disgusting .'}]"
2636,realy fresh sushi nice large menu of japanese classic cuisine .,"['japanese classic cuisine', 'classic cuisine', 'japanese cuisine', 'nice menu', 'large menu']","[{'aspect': 'japanese classic cuisine', 'sentiment': 'positive', 'score': 0.26, 'context': 'fresh sushi nice large menu of japanese classic cuisine .'}, {'aspect': 'classic cuisine', 'sentiment': 'positive', 'score': 0.25, 'context': 'sushi nice large menu of japanese classic cuisine .'}, {'aspect': 'japanese cuisine', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'nice menu', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'large menu', 'sentiment': 'positive', 'score': 0.26, 'context': 'realy fresh sushi nice large menu of japanese classic cuisine .'}]"
2637,sushi is average price anything but .,['average price anything'],"[{'aspect': 'average price anything', 'sentiment': 'negative', 'score': -0.15, 'context': 'sushi is average price anything but .'}]"
2638,"my wife also enjoyed spinach , shanghai low mein , attraction .",['my wife'],"[{'aspect': 'my wife', 'sentiment': 'positive', 'score': 0.25, 'context': 'my wife also enjoyed spinach , shanghai low'}]"
2639,owner must coem on website to give credit .,[],[]
2640,turned full service upstairs sat .,['full service'],"[{'aspect': 'full service', 'sentiment': 'positive', 'score': 0.35, 'context': 'turned full service upstairs sat .'}]"
2641,would go back .,[],[]
2642,definitely be back !,[],[]
2643,several of dim sum order piece .,"['dim sum order piece', 'dim piece', 'order piece', 'sum order']","[{'aspect': 'dim sum order piece', 'sentiment': 'neutral', 'score': 0.05, 'context': 'several of dim sum order piece .'}, {'aspect': 'dim piece', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'order piece', 'sentiment': 'neutral', 'score': 0.05, 'context': 'several of dim sum order piece .'}, {'aspect': 'sum order', 'sentiment': 'neutral', 'score': 0.05, 'context': 'several of dim sum order piece .'}]"
2644,not sure reviewer whining so much .,['not sure reviewer'],"[{'aspect': 'not sure reviewer', 'sentiment': 'neutral', 'score': 0.02, 'context': 'not sure reviewer whining so much .'}]"
2645,live up to thai way of living .,['thai way'],"[{'aspect': 'thai way', 'sentiment': 'positive', 'score': 0.14, 'context': 'live up to thai way of living .'}]"
2646,if dumpling fetish suggest try !,['dumpling fetish'],"[{'aspect': 'dumpling fetish', 'sentiment': 'neutral', 'score': 0.0, 'context': 'if dumpling fetish suggest try !'}]"
2647,"three page wine menu , one page entree horedevous .","['wine menu', 'page menu']","[{'aspect': 'wine menu', 'sentiment': 'neutral', 'score': 0.0, 'context': 'three page wine menu , one page entree horedevous .'}, {'aspect': 'page menu', 'sentiment': 'neutral', 'score': 0.0}]"
2648,"food is consistently wonderful ve coming year , owner always accomodating friendly .",['coming year'],"[{'aspect': 'coming year', 'sentiment': 'positive', 'score': 0.69, 'context': 'food is consistently wonderful ve coming year , owner always accomodating friendly .'}]"
2649,waiter owner nonchalant promised to call exterminator but a dismayed or apologetic a would expected .,"['owner nonchalant', 'waiter owner nonchalant', 'waiter owner']","[{'aspect': 'owner nonchalant', 'sentiment': 'neutral', 'score': 0.0, 'context': 'waiter owner nonchalant promised to call exterminator but a'}, {'aspect': 'waiter owner nonchalant', 'sentiment': 'neutral', 'score': 0.0, 'context': 'waiter owner nonchalant promised to call exterminator but a'}, {'aspect': 'waiter owner', 'sentiment': 'neutral', 'score': 0.0, 'context': 'waiter owner nonchalant promised to call exterminator but'}]"
2650,"live nearby first opened , ate lot .",[],[]
2651,food fantastic .,[],[]
2652,is kind of like to take friend to still keep secret .,[],[]
2653,"if re looking to sit , drink conversation with friend , go to sweet tart order hong kong styled milk tea with tapioca pearl hot .","['sweet tart order', 'tart order', 'sweet order', 'tapioca pearl', 'milk tea', 'hong kong']","[{'aspect': 'sweet tart order', 'sentiment': 'positive', 'score': 0.35, 'context': 'conversation with friend , go to sweet tart order hong kong styled milk tea with'}, {'aspect': 'tart order', 'sentiment': 'positive', 'score': 0.35, 'context': 'with friend , go to sweet tart order hong kong styled milk tea with'}, {'aspect': 'sweet order', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'tapioca pearl', 'sentiment': 'positive', 'score': 0.25, 'context': 'hong kong styled milk tea with tapioca pearl hot .'}, {'aspect': 'milk tea', 'sentiment': 'positive', 'score': 0.3, 'context': 'sweet tart order hong kong styled milk tea with tapioca pearl hot .'}, {'aspect': 'hong kong', 'sentiment': 'positive', 'score': 0.35, 'context': ', go to sweet tart order hong kong styled milk tea with tapioca pearl'}]"
2654,"aside sea urchin , chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro fatty tuna , sea eel , etc .","['an assortment', 'boton shrimp', 'yellow tail', 'fatty yellow tail', 'blue fin', 'sea urchin', 'sea eel']","[{'aspect': 'an assortment', 'sentiment': 'neutral', 'score': -0.1, 'context': 'aside sea urchin , chef recommended an assortment of fish including fatty yellow tail'}, {'aspect': 'boton shrimp', 'sentiment': 'neutral', 'score': -0.1, 'context': 'fish including fatty yellow tail , boton shrimp , blue fin torro fatty tuna'}, {'aspect': 'yellow tail', 'sentiment': 'neutral', 'score': -0.07, 'context': 'an assortment of fish including fatty yellow tail , boton shrimp , blue fin'}, {'aspect': 'fatty yellow tail', 'sentiment': 'neutral', 'score': -0.07, 'context': 'recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin'}, {'aspect': 'blue fin', 'sentiment': 'neutral', 'score': -0.07, 'context': 'yellow tail , boton shrimp , blue fin torro fatty tuna , sea eel'}, {'aspect': 'sea urchin', 'sentiment': 'neutral', 'score': 0.0, 'context': 'aside sea urchin , chef recommended an assortment of'}, {'aspect': 'sea eel', 'sentiment': 'neutral', 'score': -0.1, 'context': 'blue fin torro fatty tuna , sea eel , etc .'}]"
2655,"re also friendlier , especially owner , kenny .",[],[]
2656,"room is not particularly comfortable , re seated ll forget everything except on plate .",[],[]
2657,ve lived in nyc my life never seen so many waterbugs in one except in really bad dream .,"['my life', 'many waterbugs', 'bad dream', 'so many waterbugs', 'really bad dream']","[{'aspect': 'my life', 'sentiment': 'negative', 'score': -0.5, 'context': 've lived in nyc my life never seen so many waterbugs in'}, {'aspect': 'many waterbugs', 'sentiment': 'positive', 'score': 0.15, 'context': 'nyc my life never seen so many waterbugs in one except in really bad'}, {'aspect': 'bad dream', 'sentiment': 'negative', 'score': -1.05, 'context': 'waterbugs in one except in really bad dream .'}, {'aspect': 'so many waterbugs', 'sentiment': 'positive', 'score': 0.15, 'context': 'in nyc my life never seen so many waterbugs in one except in really bad'}, {'aspect': 'really bad dream', 'sentiment': 'negative', 'score': -0.15, 'context': 'many waterbugs in one except in really bad dream .'}]"
2658,winnie staff best crew find serving .,"['winnie staff best crew', 'best crew']","[{'aspect': 'winnie staff best crew', 'sentiment': 'positive', 'score': 1.0, 'context': 'winnie staff best crew find serving .'}, {'aspect': 'best crew', 'sentiment': 'positive', 'score': 1.0, 'context': 'winnie staff best crew find serving .'}]"
2659,"ambiance is minimal food is not phenomenal , but dish quite good , a eggplant parmesan , veal in carozza chicken saltimbocca .","['carozza chicken saltimbocca', 'carozza saltimbocca', 'veal parmesan', 'minimal food', 'eggplant parmesan', 'chicken saltimbocca']","[{'aspect': 'carozza chicken saltimbocca', 'sentiment': 'negative', 'score': -0.6, 'context': 'a eggplant parmesan , veal in carozza chicken saltimbocca .'}, {'aspect': 'carozza saltimbocca', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'veal parmesan', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'minimal food', 'sentiment': 'positive', 'score': 0.17, 'context': 'ambiance is minimal food is not phenomenal , but dish'}, {'aspect': 'eggplant parmesan', 'sentiment': 'neutral', 'score': 0.05, 'context': 'but dish quite good , a eggplant parmesan , veal in carozza chicken saltimbocca'}, {'aspect': 'chicken saltimbocca', 'sentiment': 'negative', 'score': -0.6, 'context': 'eggplant parmesan , veal in carozza chicken saltimbocca .'}]"
2660,"my host asked appetizer group waiter gave u not we ordered , but item not ordered .","['appetizer group waiter', 'my host', 'appetizer group', 'group waiter']","[{'aspect': 'appetizer group waiter', 'sentiment': 'neutral', 'score': -0.0, 'context': 'my host asked appetizer group waiter gave u not we ordered ,'}, {'aspect': 'my host', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my host asked appetizer group waiter gave u'}, {'aspect': 'appetizer group', 'sentiment': 'neutral', 'score': -0.0, 'context': 'my host asked appetizer group waiter gave u not we ordered'}, {'aspect': 'group waiter', 'sentiment': 'neutral', 'score': -0.0, 'context': 'my host asked appetizer group waiter gave u not we ordered ,'}]"
2661,even get package of chutney to stock fridge !,['stock fridge'],"[{'aspect': 'stock fridge', 'sentiment': 'neutral', 'score': 0.0, 'context': 'even get package of chutney to stock fridge !'}]"
2662,bar various selection mixed drink special is catcher ! .,"['various special', 'mixed drink', 'drink special']","[{'aspect': 'various special', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'mixed drink', 'sentiment': 'positive', 'score': 0.15, 'context': 'bar various selection mixed drink special is catcher ! .'}, {'aspect': 'drink special', 'sentiment': 'positive', 'score': 0.15, 'context': 'bar various selection mixed drink special is catcher ! .'}]"
2663,slightly on pricey side but worth it !,['pricey side'],"[{'aspect': 'pricey side', 'sentiment': 'conflict', 'score': 0.1, 'context': 'slightly on pricey side but worth it !'}]"
2664,"if it food , it must be service or ambience .",[],[]
2665,"course of past month , chef staff changed it not better .","['past month', 'chef staff']","[{'aspect': 'past month', 'sentiment': 'positive', 'score': 0.25, 'context': 'course of past month , chef staff changed it not'}, {'aspect': 'chef staff', 'sentiment': 'positive', 'score': 0.25, 'context': 'course of past month , chef staff changed it not better .'}]"
2666,"like ambience , it dark original .",[],[]
2667,not typical nyc gimmick theme .,"['typical theme', 'gimmick theme']","[{'aspect': 'typical theme', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'gimmick theme', 'sentiment': 'neutral', 'score': -0.08, 'context': 'not typical nyc gimmick theme .'}]"
2668,we exploring grand central want to eat in food court .,"['grand want', 'food court', 'central want', 'grand central want']","[{'aspect': 'grand want', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'food court', 'sentiment': 'positive', 'score': 0.25, 'context': 'grand central want to eat in food court .'}, {'aspect': 'central want', 'sentiment': 'positive', 'score': 0.25, 'context': 'we exploring grand central want to eat in food court .'}, {'aspect': 'grand central want', 'sentiment': 'positive', 'score': 0.25, 'context': 'we exploring grand central want to eat in food court .'}]"
2669,"overall , not worth money .",[],[]
2670,is not worth price .,['worth price'],"[{'aspect': 'worth price', 'sentiment': 'positive', 'score': 0.15, 'context': 'is not worth price .'}]"
2671,we left one drink .,['one drink'],"[{'aspect': 'one drink', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we left one drink .'}]"
2672,everything happened not even up to mediocre .,[],[]
2673,last time week ago early at pm it crowded noisy .,['last time'],"[{'aspect': 'last time', 'sentiment': 'neutral', 'score': 0.05, 'context': 'last time week ago early at pm it'}]"
2674,pick bagel best bagel in city .,['bagel best bagel'],"[{'aspect': 'bagel best bagel', 'sentiment': 'positive', 'score': 1.0, 'context': 'pick bagel best bagel in city .'}]"
2675,"paying atmosphere , is nice , but be in numerous place in bay ridge .","['numerous place', 'bay ridge']","[{'aspect': 'numerous place', 'sentiment': 'positive', 'score': 0.3, 'context': 'is nice , but be in numerous place in bay ridge .'}, {'aspect': 'bay ridge', 'sentiment': 'neutral', 'score': 0.0, 'context': 'but be in numerous place in bay ridge .'}]"
2676,it called gnochi alla nona is found chef special .,['gnochi alla nona'],"[{'aspect': 'gnochi alla nona', 'sentiment': 'positive', 'score': 0.36, 'context': 'it called gnochi alla nona is found chef special .'}]"
2677,it is one nicest outdoor restaurant ever seen in ny am italy rival one in my country .,"['my country', 'outdoor restaurant', 'nicest restaurant', 'italy rival', 'one nicest outdoor restaurant']","[{'aspect': 'my country', 'sentiment': 'neutral', 'score': 0.0, 'context': 'ny am italy rival one in my country .'}, {'aspect': 'outdoor restaurant', 'sentiment': 'neutral', 'score': 0.0, 'context': 'it is one nicest outdoor restaurant ever seen in ny am italy'}, {'aspect': 'nicest restaurant', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'italy rival', 'sentiment': 'neutral', 'score': 0.0, 'context': 'restaurant ever seen in ny am italy rival one in my country .'}, {'aspect': 'one nicest outdoor restaurant', 'sentiment': 'neutral', 'score': 0.0, 'context': 'it is one nicest outdoor restaurant ever seen in ny am italy'}]"
2678,yes to wait to be seated small is no waiting area seat at bar taken .,"['no waiting area seat', 'waiting seat', 'area seat']","[{'aspect': 'no waiting area seat', 'sentiment': 'positive', 'score': 0.25, 'context': 'wait to be seated small is no waiting area seat at bar taken .'}, {'aspect': 'waiting seat', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'area seat', 'sentiment': 'positive', 'score': 0.25, 'context': 'be seated small is no waiting area seat at bar taken .'}]"
2679,"last two time ordered my food soo spicy could barely eat it , spice took away flavor of dish .","['my food soo spicy', 'soo spicy', 'last time', 'last two time', 'food soo']","[{'aspect': 'my food soo spicy', 'sentiment': 'neutral', 'score': 0.03, 'context': 'last two time ordered my food soo spicy could barely eat it , spice'}, {'aspect': 'soo spicy', 'sentiment': 'neutral', 'score': 0.03, 'context': 'last two time ordered my food soo spicy could barely eat it , spice'}, {'aspect': 'last time', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'last two time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'last two time ordered my food soo spicy could'}, {'aspect': 'food soo', 'sentiment': 'neutral', 'score': 0.03, 'context': 'last two time ordered my food soo spicy could barely eat it ,'}]"
2680,fried dumpling great !,[],[]
2681,best chinese style bbq rib in city .,"['chinese style', 'style bbq']","[{'aspect': 'chinese style', 'sentiment': 'positive', 'score': 0.5, 'context': 'best chinese style bbq rib in city .'}, {'aspect': 'style bbq', 'sentiment': 'positive', 'score': 0.5, 'context': 'best chinese style bbq rib in city .'}]"
2682,ive so many time waiter know my name .,"['so many time waiter', 'time waiter', 'many time', 'my name']","[{'aspect': 'so many time waiter', 'sentiment': 'positive', 'score': 0.5, 'context': 'i ve so many time waiter know my name .'}, {'aspect': 'time waiter', 'sentiment': 'positive', 'score': 0.5, 'context': 'i ve so many time waiter know my name .'}, {'aspect': 'many time', 'sentiment': 'positive', 'score': 0.5, 'context': 'i ve so many time waiter know my name .'}, {'aspect': 'my name', 'sentiment': 'positive', 'score': 0.5, 'context': 've so many time waiter know my name .'}]"
2683,decor is simple but comfortable .,[],[]
2684,ve frequenting tasting room since it first arrived in east village ve never disappointed .,"['tasting room', 'east village']","[{'aspect': 'tasting room', 'sentiment': 'positive', 'score': 0.25, 'context': 've frequenting tasting room since it first arrived in east'}, {'aspect': 'east village', 'sentiment': 'negative', 'score': -0.31, 'context': 'room since it first arrived in east village ve never disappointed .'}]"
2685,"we figured we never argentinian pizza so we grabbed lunch , sharing large pelligrino , pizza of two of special , one goat cheese blue cheese , excellent .","['blue cheese', 'large pelligrino']","[{'aspect': 'blue cheese', 'sentiment': 'positive', 'score': 0.45, 'context': 'of special , one goat cheese blue cheese , excellent .'}, {'aspect': 'large pelligrino', 'sentiment': 'positive', 'score': 0.29, 'context': 'so we grabbed lunch , sharing large pelligrino , pizza of two of special'}]"
2686,heartland brewery is great way to start or finish day .,"['great way', 'heartland brewery']","[{'aspect': 'great way', 'sentiment': 'positive', 'score': 0.8, 'context': 'heartland brewery is great way to start or finish day .'}, {'aspect': 'heartland brewery', 'sentiment': 'positive', 'score': 0.8, 'context': 'heartland brewery is great way to start or'}]"
2687,kamasutra bombay cosmopolitan excellent tipsy in no time .,"['cosmopolitan tipsy', 'excellent tipsy', 'no time', 'bombay tipsy']","[{'aspect': 'cosmopolitan tipsy', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'excellent tipsy', 'sentiment': 'negative', 'score': -0.5, 'context': 'kamasutra bombay cosmopolitan excellent tipsy in no time .'}, {'aspect': 'no time', 'sentiment': 'negative', 'score': -0.5, 'context': 'kamasutra bombay cosmopolitan excellent tipsy in no time .'}, {'aspect': 'bombay tipsy', 'sentiment': 'neutral', 'score': 0.0}]"
2688,is perfect date spot williamsburg couple .,"['williamsburg couple', 'perfect williamsburg', 'date williamsburg', 'spot williamsburg']","[{'aspect': 'williamsburg couple', 'sentiment': 'positive', 'score': 1.0, 'context': 'is perfect date spot williamsburg couple .'}, {'aspect': 'perfect williamsburg', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'date williamsburg', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'spot williamsburg', 'sentiment': 'positive', 'score': 1.0, 'context': 'is perfect date spot williamsburg couple .'}]"
2689,dim sum is so so .,['dim sum'],"[{'aspect': 'dim sum', 'sentiment': 'neutral', 'score': 0.1, 'context': 'dim sum is so so .'}]"
2690,"it raining , we figured not ?",[],[]
2691,"is much tasty food , of it fresh continually refilled .","['much tasty food', 'much food', 'tasty food']","[{'aspect': 'much tasty food', 'sentiment': 'positive', 'score': 0.25, 'context': 'is much tasty food , of it fresh continually refilled'}, {'aspect': 'much food', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'tasty food', 'sentiment': 'positive', 'score': 0.25, 'context': 'is much tasty food , of it fresh continually refilled'}]"
2692,"straight up cheap , good food .","['good food', 'cheap food']","[{'aspect': 'good food', 'sentiment': 'positive', 'score': 0.43, 'context': 'straight up cheap , good food .'}, {'aspect': 'cheap food', 'sentiment': 'neutral', 'score': 0.0}]"
2693,another welcome addition to neighborhood .,"['welcome addition', 'another welcome addition']","[{'aspect': 'welcome addition', 'sentiment': 'positive', 'score': 0.8, 'context': 'another welcome addition to neighborhood .'}, {'aspect': 'another welcome addition', 'sentiment': 'positive', 'score': 0.8, 'context': 'another welcome addition to neighborhood .'}]"
2694,seating is ok even though sometimes alot of people .,['even though sometimes alot'],"[{'aspect': 'even though sometimes alot', 'sentiment': 'positive', 'score': 0.5, 'context': 'seating is ok even though sometimes alot of people .'}]"
2695,"time , prefer not to go detail .",[],[]
2696,"even relatively inexpensive botle of wine , if call . inexpensive , cost is roof better average fare .","['even relatively inexpensive botle', 'roof better average fare', 'inexpensive cost', 'better fare', 'inexpensive botle', 'average fare', 'inexpensive , cost']","[{'aspect': 'even relatively inexpensive botle', 'sentiment': 'neutral', 'score': 0.0, 'context': 'even relatively inexpensive botle of wine , if call .'}, {'aspect': 'roof better average fare', 'sentiment': 'positive', 'score': 0.17, 'context': 'call . inexpensive , cost is roof better average fare .'}, {'aspect': 'inexpensive cost', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'better fare', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'inexpensive botle', 'sentiment': 'neutral', 'score': 0.0, 'context': 'even relatively inexpensive botle of wine , if call .'}, {'aspect': 'average fare', 'sentiment': 'positive', 'score': 0.17, 'context': 'inexpensive , cost is roof better average fare .'}, {'aspect': 'inexpensive , cost', 'sentiment': 'positive', 'score': 0.17, 'context': 'of wine , if call . inexpensive , cost is roof better average fare .'}]"
2697,"service slow , but people friendly .","['service slow', 'friendly people']","[{'aspect': 'service slow', 'sentiment': 'conflict', 'score': 0.04, 'context': 'service slow , but people friendly .'}, {'aspect': 'friendly people', 'sentiment': 'neutral', 'score': 0.0}]"
2698,steamed fresh so brought hot hot hot to table .,"['hot hot', 'hot hot hot']","[{'aspect': 'hot hot', 'sentiment': 'positive', 'score': 0.26, 'context': 'steamed fresh so brought hot hot hot to table .'}, {'aspect': 'hot hot hot', 'sentiment': 'positive', 'score': 0.26, 'context': 'steamed fresh so brought hot hot hot to table .'}]"
2699,steak fatty sauce overpowering not tasty .,['fatty sauce'],"[{'aspect': 'fatty sauce', 'sentiment': 'positive', 'score': 0.2, 'context': 'steak fatty sauce overpowering not tasty .'}]"
