id,text,aspects
2257,"to speak of park side , word not describe .",['park side']
2258,"red curry is weak tasteless , pad thai is stuck together lumpy , rice is often overcooked , seafood is pretty sketchy .","['pad thai', 'weak tasteless', 'red curry']"
2259,wine list is extensive easily hike up an otherwise reasonably priced meal .,"['wine list', 'priced meal']"
2260,"saul is pretty good , but definitely not great .",[]
2261,"would recommend roxy , but not food .",['not food']
2262,we always get sampling of appetizer share .,['appetizer share']
2263,"overall impressed return , it great qpr quality to price ratio .","['great quality', 'qpr quality', 'price ratio', 'impressed return']"
2264,"it is nearly impossible to get table , so if ever chance to go dinner , do not pas it up .",[]
2265,pad penang is delicious everything else is fantastic .,"['delicious everything', 'pad penang']"
2266,"puke green wall leave lot to be desired , but food is good .",['puke green wall']
2267,"flavor fresh pretty inobtrusive , nothing flashy .",[]
2268,"like cafe noir dont get me wrong , it is jsut people work evil incompetent ! !","['jsut people', 'cafe noir']"
2269,hanger steak like rubber tuna flavorless not to mention it tasted like it thawed .,"['hanger steak', 'rubber tuna flavorless', 'tuna flavorless', 'rubber tuna']"
2270,but small piece ? ?,"['but small piece', 'small piece']"
2271,"son love pizza we certified neapolitan pizzaria in home city seattle , we liked nearly a much difference personal preference reflection on either .","['much difference', 'personal reflection', 'love pizza', 'preference reflection', 'home city seattle', 'neapolitan pizzaria', 'city seattle', 'son pizza', 'home city']"
2272,big soft a well a good lunch food .,"['soft food', 'lunch food', 'good food']"
2273,"no food snob allowed , is people appreciate good food .","['no food snob', 'good food', 'food snob']"
2274,liked food at quasi thai .,['quasi thai']
2275,by far best salad in fast food .,['fast food']
2276,suan is great often take my friend classmate .,"['my friend classmate', 'friend classmate']"
2277,not great family or general .,"['great family', 'not great family']"
2278,"a bar , is another bad idea .","['bad idea', 'another bad idea', 'a bar']"
2279,"bagel fine , but little overcooked , not really special bagel experience .","['overcooked experience', 'special experience', 'bagel fine', 'bagel experience']"
2280,"unlike hh up block , actually give hearty hot bagel town is known .","['bagel town', 'hot bagel', 'hearty town', 'hearty hot bagel town']"
2281,thought going to jimmy would give me real domincan exprience .,"['domincan exprience', 'real domincan exprience', 'real domincan']"
2282,barebecued salmon is elegantly spiced not at dry .,['barebecued salmon']
2283,"owner a guy owns typhoon , is street on st. mark st ave .","['a guy', 'st. mark st ave']"
2284,generous portion !,['generous portion']
2285,worker also absolutely load bagel cream cheese get little messy .,['bagel cream cheese']
2286,wrong .,[]
2287,wine service good .,['wine service']
2288,"so , menu is written in chalk head it sound delicious .",['chalk head']
2289,highly spiced chai tea great .,"['spiced tea', 'chai tea']"
2290,no plan to return anytime soon .,['no plan']
2291,"many time , food is good consistent .",['many time']
2292,"seriously , is best eat in town a everyone say , spicy tuna hand roll best of , ve broken even .","['spicy tuna hand', 'spicy hand', 'tuna hand', 'a everyone']"
2293,is not single in chinatown nice neighborhood feeling like .,"['nice feeling', 'chinatown nice neighborhood feeling', 'neighborhood feeling']"
2294,"sapphire is certainly not lacking in ambiance , probably best decor of indian to in new york city , food not hoped .","['new york city', 'best decor']"
2295,would highly recommend to anyone looking casual atmosphere whisk away to left bank of river seine .,"['river seine', 'casual atmosphere']"
2296,do not understand fuss is .,[]
2297,meat dish so so .,['meat dish']
2298,"wife tanya , hostess , completes comforting atmosphere by delightfully warm gracious .","['wife tanya', 'comforting atmosphere']"
2299,"we liked it so much , we always make it point to we visit new york .",['new york']
2300,"menu consisted of standard brassiere food , better place like balthazar etc .","['standard brassiere food', 'better place', 'standard food', 'brassiere food']"
2301,"longtime fan of holy basil in east village , do believe food slightly slipped in quality , hesitant to be disloyal .","['longtime fan', 'east village', 'holy basil']"
2302,"but best part l is late night atmosphere , delightfully free of bts .","['best part', 'night atmosphere', 'late night atmosphere', 'late night', 'free atmosphere']"
2303,an untrendy rip eat .,"['untrendy rip', 'an untrendy rip']"
2304,re hungry hour later .,['hungry hour']
2305,wait to go back .,[]
2306,hate hate hate .,"['hate hate', 'hate hate hate']"
2307,we even visit manager wanted to make sure we enjoying .,[]
2308,staff is attentive to earth .,[]
2309,"go to mizu excellent service , go large amount of food , amiable atmosphere , hole in wall feeling of .","['amiable atmosphere', 'large amount', 'wall feeling', 'excellent service']"
2310,"service is always bad though , expect much of anything server , would not recommend bringing date either .",['anything server']
2311,monday night bargain at prix fix includes three course meal plus three glass of wine paired course .,"['monday night', 'night bargain', 'monday night bargain', 'course meal', 'three course meal', 'three glass', 'prix fix']"
2312,wonderful !,[]
2313,it took minute to put water in glass .,[]
2314,service is descent even small place is packed .,"['even small place', 'small place']"
2315,is best sushi in new york city hand .,"['best sushi', 'new york city hand', 'york hand', 'city hand']"
2316,go hungry enjoy .,[]
2317,eaten lot of pizza .,[]
2318,is worth an one hour drive .,['hour drive']
2319,great value quality ingredient .,"['value quality', 'great ingredient', 'great value quality ingredient', 'quality ingredient']"
2320,"thali small , thoroughly unremarkable , . .",[]
2321,sushi is also great !,[]
2322,complimentary chef app of delicate butternut squash ravioli in delicious truffle sauce to an amazing buttery and tender langostine entree to dessert remember of fabulous cakebread cabernet we drinking whole evening amazing .,"['complimentary chef app', 'delicious truffle sauce', 'amazing langostine', 'delicate butternut', 'complimentary app', 'truffle sauce', 'squash ravioli', 'fabulous cabernet', 'whole evening', 'chef app', 'fabulous cakebread cabernet', 'cakebread cabernet', 'delicious sauce']"
2323,truly mark of an attentive waiter .,"['an attentive waiter', 'attentive waiter']"
2324,"food is rather good , but if like to wait it .",[]
2325,got an excellent piece of cheesecake we several nice pastry .,"['several pastry', 'nice pastry', 'an excellent piece', 'excellent piece']"
2326,"staff is kind well trained , re fast , always prompt to jump behind bar fix drink , know detail of every item in menu make excelent recomendations .","['bar drink', 'bar fix drink', 'excelent recomendations', 'fix drink', 'every item']"
2327,makhani ok korma bland .,['makhani ok korma bland']
2328,food is inventive but still keep traditional indian flavoring .,"['indian flavoring', 'traditional indian flavoring', 'traditional flavoring']"
2329,say is wow !,[]
2330,"though service could be better possibly due to one large group in house , it is cordial warm , a is general clientele .","['large group', 'one large group', 'general clientele']"
2331,"decor in place is diner ish kind of place expect in east village not romantic , simple , small sparse .","['small sparse', 'romantic sparse', 'east village', 'diner ish', 'simple sparse']"
2332,is cute place could be good but need to get act together .,['cute place']
2333,lox is always fresh .,[]
2334,"sure enough , exactly minute later we got call seated promptly .",[]
2335,service friendly .,['friendly service']
2336,so trying to say is is by far best thai food ve ever to .,"['best food', 'thai food', 'far best thai food']"
2337,food ok fish cooked well .,"['ok fish', 'food ok fish']"
2338,we actually left hungry went across street to wo hop at mott street good chinese food .,"['chinese food', 'good food']"
2339,duck confit is always amazing foie gras terrine with fig of world .,"['amazing foie gras terrine', 'duck confit', 'amazing terrine', 'gras terrine']"
2340,"whole set up is truly unprofessional wish cafe noir would get good staff , despite current one is great .","['current one', 'good staff']"
2341,service sometimes lack focus it is not ideal if in hurry but never treated rudely .,[]
2342,staff offer impeccable service .,['impeccable service']
2343,catch is charged extra anything leave on plate so be greedy pig !,"['greedy pig', 'extra anything']"
2344,we ended great experience by gulab jamun dessert recommended by waiter .,"['great experience', 'gulab jamun dessert']"
2345,wont come back sure !,[]
2346,went to utsav yr ago my family .,[]
2347,"compare mamoun in term of price , freshness , value , consisent quality , but my opinion .","['consisent quality', 'my opinion']"
2348,"place is sleek , modern playfull return frequently .","['modern return', 'sleek return', 'playfull return']"
2349,"known secret last year , emilio godfather continued to serve food wine god at mortal price .","['last year', 'known secret', 'mortal price', 'food wine', 'food wine god']"
2350,brioche and lolly a party favor is cute and sweet touch to memorable meal .,"['cute touch', 'party favor', 'memorable meal', 'lolly a party favor', 'cute and sweet touch']"
2351,"told party of three would be seated in minute watching party multiple of higher seated minute , three of u squished small person table .","['small person', 'higher minute', 'small person table', 'person table', 'party multiple', 'seated minute', 'higher seated minute']"
2352,bill outragous .,['outragous bill']
2353,"service attentive , yet unimposing , food far better many notorious restaurant in midtown wine list is extensive well priced .","['midtown wine list', 'attentive restaurant', 'wine list', 'many restaurant', 'service attentive', 'notorious restaurant', 'midtown list']"
2354,"kind , attentive wait staff .","['kind staff', 'wait staff', 'attentive staff']"
2355,bon appettite ! !,['bon appettite']
2356,salad fantastic .,[]
2357,owner employee friendly pizza is fantastic .,"['owner employee friendly pizza', 'owner pizza', 'friendly pizza']"
2358,"la rosa waltz in , think it best .",['la rosa waltz']
2359,"food is yummy , especially cooked to perfection mussel in spicy tomato sauce shoestring crispy fry .","['crispy fry', 'tomato sauce', 'spicy fry', 'sauce fry', 'shoestring fry']"
2360,food is authentic italian delicious !,"['italian delicious', 'authentic italian delicious', 'authentic delicious']"
2361,"great addition to smith street finally , not pretentious filled woman wearing ugg boot .","['great addition', 'ugg boot', 'filled woman', 'smith street', 'pretentious woman']"
2362,skip dessert .,[]
2363,we spent in left hungry disappointed .,[]
2364,it is simply amazing .,[]
2365,complete total bagel experience by it lightly toasted .,"['complete experience', 'total experience', 'complete total bagel experience', 'bagel experience']"
2366,it like server forgot actually worked instead wanted to hang be cool .,['server forgot']
2367,liked first time but doubt ever return .,['first time']
2368,service is good ambience is good date or group outing .,"['group outing', 'good date', 'good ambience']"
2369,great way to make money is to buy case of snapple costco sell it right outside . .,"['snapple costco', 'great way']"
2370,it food ! !,[]
2371,fast service .,['fast service']
2372,"skip , it big disappointment .",['big disappointment']
2373,"staff is excellent , specjal girl behind bar , european chic .","['excellent girl', 'excellent , specjal girl', 'specjal girl']"
2374,"stick chicken , beef , lamb dish .","['stick chicken', 'lamb dish']"
2375,"service bad , food took to forever to come , we sat on upper level .","['upper level', 'bad service']"
2376,"we menu rearely change , xcept one or two special , quality care put in thier food in evident .","['quality care', 'thier food']"
2377,always full tourist especially of it close proximity to rockefeller center .,"['full tourist', 'close proximity', 'rockefeller center', 'always full tourist']"
2378,"decor is nice , but casual fine .",['casual fine']
2379,is wonderful to go many time it is reasonably priced .,['many time']
2380,"bravo , blue hill !",['blue hill']
2381,"conveniently located , right on bedford ave .",['bedford ave']
2382,my friend came across walking in village .,['my friend']
2383,"bottom line food , service .","['bottom line food', 'bottom line', 'line food']"
2384,thing waiter do is wipe chin leave .,"['chin leave', 'thing waiter']"
2385,is to be avoided .,[]
2386,"stick to dimsum , not super overpriced noodle .","['overpriced noodle', 'super overpriced noodle']"
2387,service is fine allow to enjoy view .,[]
2388,my sister say it reminds of run by high school student know .,"['my sister', 'high school student', 'high school', 'school student']"
2389,"we , four of u , arrived at noon empty staff acted like we imposing on rude .",['empty staff']
2390,"at , we third party .",['third party']
2391,delicious simple food in nice outdoor atmosphere .,"['nice outdoor atmosphere', 'simple food', 'nice atmosphere', 'outdoor atmosphere', 'delicious simple food', 'delicious food']"
2392,definetly be going back .,[]
2393,"no , really .",[]
2394,"food is good , but expensive casualness of it .",['expensive casualness']
2395,fallback on is price .,[]
2396,ve to naples dinner twice .,[]
2397,hot sour soup unbearably hot tasted of pepper nothing else .,"['hot soup', 'sour soup', 'hot tasted', 'hot sour soup']"
2398,love pic of andy warhol he used to frequent he painted ballato sign in window .,"['andy warhol', 'ballato sign']"
2399,try sushimi cucumber roll .,"['cucumber roll', 'sushimi cucumber roll', 'sushimi roll']"
2400,saving up my next visit .,"['next visit', 'my next visit']"
2401,food is delicious .,[]
2402,wine by the glass great accompaniment eat like king wine .,"['king wine', 'great accompaniment', 'the glass']"
2403,place correct ambience an excellent staff to make feel like guest friend at time .,"['an excellent staff', 'excellent staff', 'guest friend', 'correct ambience']"
2404,amma is nothing special .,[]
2405,yeah shanghai is also great but not quite a good use amount of salt but without sweetness to balance .,"['good use', 'use amount']"
2406,"believe u , we ve eating sushi yr .",[]
2407,"worth it special occasion , or time !",['special occasion']
2408,atmosphere is much better sripraphai modern sleek .,"['modern sleek', 'better sleek']"
2409,recommend to anyone want to dress up impress lady .,['impress lady']
2410,"food is outstanding service is quick , friendly professional .",['outstanding service']
2411,"bagel always warm , soft on inside , crispy on outside enormous in size .",[]
2412,"late dinner at lucky stike , great name if ever saw one .","['great name', 'lucky stike', 'late dinner']"
2413,", done , new york , it not big deal .",['big deal']
2414,definitely year treat look forward to around holiday !,['definitely year treat']
2415,service is fast friendly .,[]
2416,an english speaking staff .,"['an english speaking staff', 'speaking staff', 'english staff']"
2417,"anyhow , we able to sit a long a we wanted chat , nice .",[]
2418,home made potato chip at bar delicious thing in world !,"['potato chip', 'delicious thing', 'bar delicious thing']"
2419,defitely must visit .,[]
2420,my husband enjoyed of taste size portion left completely full .,"['taste size portion', 'size portion', 'my husband', 'taste size']"
2421,"went friend on whim , we went someplace else first get table .",[]
2422,"we ate pasta entre e , great .",['pasta entre e']
2423,my friend showed up on sat .,['my friend']
2424,steak excellent one of best tasted butter intitally but in no way it overwhelm flavor of meat .,"['no way', 'tasted butter', 'best tasted butter']"
2425,great experience overall .,['great experience']
2426,perfect date !,['perfect date']
2427,food boring expensive .,[]
2428,"ambience is pretty nice conversation , so casual lunch would probably be best .","['nice conversation', 'casual lunch', 'pretty nice conversation']"
2429,terrific menu full of unique roll special dish .,"['special dish', 'unique dish', 'unique roll special dish', 'terrific menu', 'full menu']"
2430,service is ok but could be better .,[]
2431,"we love food , drink , atmosphere !",[]
2432,week back we worst customer service experience at ever .,"['service experience', 'worst experience', 'customer service']"
2433,ve ordered nd ave .,['nd ave']
2434,"nothing good sale call , but tactic at amma obvious .","['good sale call', 'obvious tactic', 'good call', 'sale call']"
2435,"went on day oyster binge , fish bringing up closing , am so glad place it trip ended , it so great !","['so glad place', 'glad place', 'it trip', 'oyster binge']"
2436,"took my mom mother day , maitre pretty rude .","['my mom mother day', 'mom mother', 'mother day']"
2437,my husband couple of time time we sat at sushi bar chef yoshi ordered everything ala carte .,"['sushi bar chef yoshi', 'everything ala carte']"
2438,"vibe is relaxed cozy , service great food excellent !",['great food']
2439,"if weather is nice , try to snag an outside table .","['an outside table', 'outside table']"
2440,"if looking good quality , cheap eats is .","['good quality', 'cheap eats']"
2441,"however , we spent , overall , it not up to par .",[]
2442,service friendly atmosphere casual .,"['service friendly atmosphere', 'friendly atmosphere']"
2443,friend seattle went on thursday night around .,"['friend seattle', 'thursday night']"
2444,lived upstate would buy freeze bagel would still be better else .,['freeze bagel']
2445,"recommend pad see ew , pork chop or tofu plate .","['tofu plate', 'pork chop']"
2446,never in my life think could be satisfied in taste in quantity . in nyc .,['my life']
2447,"is best secret in midtown , heard bartender , brilliant food try steak with portobello mushroom drink on bar last tuesday .","['portobello drink', 'brilliant food', 'mushroom drink', 'portobello mushroom drink', 'try steak', 'food try']"
2448,service excellent friendly attentive .,"['service excellent friendly attentive', 'excellent attentive', 'friendly attentive']"
2449,"main course an average portion , decent overall .","['average portion', 'decent course', 'an average portion', 'main course']"
2450,minute reservation but it gave u time to cocktail enjoy surroundings .,"['enjoy surroundings', 'minute reservation']"
2451,"remember , later go , longer may to wait .",[]
2452,"waitstaff is great , attentive .",[]
2453,live in neightborhood am regular .,[]
2454,dinner menu is diverse top notch a well .,"['diverse notch', 'diverse top notch', 'dinner menu', 'top notch']"
2455,it is modern cuisine is .,['modern cuisine']
2456,"in event , even though bit on pricey side , we still love definitely go back .",['pricey side']
2457,definitely go back .,[]
2458,"like indian food much delicious , however want to factor equation .","['delicious food', 'indian food']"
2459,"at taj , vegetarian rejoice dish manna heaven .",[]
2460,finally !,[]
2461,"forget rush wait noise actually bad , mean please , go to steakhouse to be coddled romantic ?","['wait noise', 'bad noise', 'rush wait', 'rush wait noise']"
2462,"hunted around quiet , romantic , yet not hideously expensive stumbled across review la lanterna gave it shot .",['la lanterna']
2463,ve never disappointed .,[]
2464,go back unless someone else is footing bill .,[]
2465,"we live in new jersey whenever we go new york city we buy bagel to eat hot to freeze told me if call in order , bring it to car so to look parking .","['new jersey', 'new york city', 'york city']"
2466,"street it look hidden , is actually an old warehouse .","['an old warehouse', 'old warehouse']"
2467,jimmy is hand hottest night spot in bronx .,"['night spot', 'hand hottest night spot', 'hottest spot']"
2468,would to agree mass in term of service delivery is achilles heel .,['service delivery']
2469,my boyfriend to minnow four time we consistently impressed .,['my boyfriend']
2470,"bill bit steep , but experience great .",['bill bit']
2471,"mind going back time , but not trying others nearby .",[]
2472,"nice ambiance , nice little bar , good bartender , francois , good service .","['good service', 'little bar', 'nice bar', 'nice ambiance', 'good bartender']"
2473,found to be one truly value patron .,[]
2474,"calamari come an incredible sauce , duck noodle yummy a well .","['incredible sauce', 'an incredible sauce']"
2475,would definitely go back if of exotic martini on blackboard .,['exotic martini']
2476,"reason empty we got in remained so entire evening , understand but we blast definately go back next time we in area .","['entire evening', 'next time', 'so entire evening', 'empty reason']"
2477,simple comfort food hot lage portion .,"['simple portion', 'comfort portion', 'hot lage', 'lage portion']"
2478,but would like to say read review people left thats checked it .,"['read review people', 'read review', 'review people']"
2479,"stay away two specialty roll on menu , though much avocado rice fill up right quick .","['much rice', 'specialty roll', 'avocado rice', 'two specialty roll', 'much avocado rice']"
2480,"ve eaten at pizza gruppo time , but often order delivery .","['order delivery', 'pizza gruppo', 'often order delivery', 'pizza gruppo time', 'gruppo time']"
2481,we get drink refill even offer u option of dessert .,['drink refill']
2482,beautiful experience .,['beautiful experience']
2483,bagel also reasonably priced nyc .,[]
2484,"if handle , it great business dinner , fun friend or simply table .","['fun friend', 'business dinner', 'great dinner']"
2485,decor leaf something to be desired .,"['decor leaf', 'decor leaf something']"
2486,jimmy is dominican !,[]
2487,"also , specify if like food spicy rather bland if .",['spicy food']
2488,"waiter fine , place look nice in not trying hard way , but at price , little be expected of food .","['hard way', 'waiter fine']"
2489,coming boston is like emma pizza in kendall square in cambridge although funky topping !,"['emma pizza', 'funky topping', 'kendall square', 'coming boston']"
2490,"my husband go , we spend . lobster tail umm need say say , it place ll never forget if never go , ll miss meal of life time","['life time', 'my husband']"
2491,"in an effort to increase turnover , offer no dessert beyond complimentary espresso cup filled with chocolate mousse .","['an effort', 'complimentary cup', 'espresso cup', 'no dessert', 'complimentary espresso cup', 'chocolate mousse']"
2492,"ve to dozen time craving pho , lemon grass chicken or beef cube on rice , is to go .","['lemon grass chicken', 'beef cube', 'time craving pho', 'lemon grass', 'craving pho', 'grass chicken', 'time pho']"
2493,"oh yes , if fan of indian oldie film star , plenty of portrait of indian actor actress in classic black white adorn wall , of , would love to know obtained .","['black wall', 'indian oldie film star', 'classic wall', 'indian actress', 'indian actor actress', 'adorn wall', 'actor actress']"
2494,"food is spectacular , appitizers to main course , of course dessert , wow ll need no .",['main course']
2495,neighborhood nice though so check another instead .,['nice neighborhood']
2496,my fish delicious in an incredible curry sauce .,"['incredible sauce', 'curry sauce', 'an incredible curry sauce', 'my fish']"
2497,if in search of authentic nyc deli experience look no famous historic katz deli on lower east side .,"['authentic experience', 'east side', 'deli experience', 'authentic nyc deli experience', 'lower side', 'nyc deli', 'lower east side']"
2498,"even upon delivery , juicy pork bun quite good . .",['juicy pork']
2499,is also .,[]
2500,everything is sale in including sculptured iron statue on table .,"['iron statue', 'sculptured iron statue', 'sculptured statue']"
2501,"average to good thai food , but terrible delivery .","['good thai food', 'thai food', 'terrible delivery', 'good food']"
2502,space is nice but we order drink we in surprise .,[]
2503,entire place treatment we received felt a conveyor belt .,"['entire treatment', 'place treatment', 'conveyor belt', 'entire place treatment', 'a conveyor belt']"
2504,joe pizza used to best slice pizzeria opened up .,"['best pizzeria', 'joe pizza', 'slice pizzeria', 'best slice pizzeria']"
2505,in reality felt a if gotten air france in th district in paris .,"['th district', 'air france']"
2506,never anything like it !,['never anything']
2507,"yeah crowd take it bit seriously , but it .",['yeah crowd']
2508,provided delicious dessert on house !,['delicious dessert']
2509,"still living in dark age do not an answering machine , so if want to make reservation limited .","['answering machine', 'an answering machine', 'dark age']"
2510,"food is amazing , rich pasta fresh doughy pizza .","['amazing pizza', 'fresh pizza', 'rich pizza', 'doughy pizza']"
2511,"food good , but not would consider of world .",[]
2512,lobster bisque it oz . of maine lobster in it .,['maine lobster']
2513,"am indian , tried many indian place in ny .","['many indian place', 'many place', 'indian place']"
2514,"try pad thai , it fabulous price so cheap !","['fabulous price', 'pad thai']"
2515,"on recent saturday night , group of at bread bar .","['recent night', 'saturday night', 'recent saturday night', 'bread bar']"
2516,food is great inexpensive .,[]
2517,price reasonable .,[]
2518,"dessert be missed , so save room ! !",[]
2519,"it be little confusing a to one go to order , but food is ordered , in treat .",[]
2520,"take good sense of humor , an american express card no limit , walk lollipop , gift bag in hand enough marketing material alain to to take show on road","['good sense', 'gift bag', 'american express', 'an american express card', 'no limit', 'marketing material', 'material alain', 'walk lollipop', 'express card']"
2521,ingredient organic is real plus me .,['ingredient organic']
2522,it so bad actually refused to pay my food .,['my food']
2523,recommend to anyone enjoys fine cuisine at reasonable price .,"['reasonable price', 'fine cuisine']"
2524,"is , by far , my favorite in nyc wish it affordable so could go often !",['my favorite']
2525,"staff attentive , ambience lovely , food superb .","['food superb', 'lovely superb']"
2526,"love restaurant think using fancy expensive ingrediants make food fine cuisine , even no idea to use .","['fine cuisine', 'fancy expensive ingrediants', 'fancy ingrediants', 'expensive ingrediants', 'love restaurant']"
2527,pizza wine excellent service but really made backyard dining area .,"['backyard dining area', 'excellent service', 'pizza wine excellent service', 'backyard area', 'wine service', 'dining area', 'pizza wine']"
2528,frankenstein show best .,[]
2529,"waiter sweet , food is tasty bill is never large .","['tasty bill', 'sweet waiter']"
2530,"a fan of thai , tried quite different restaurant in nyc one definitely worst .","['quite different restaurant', 'different restaurant', 'a fan']"
2531,"service superb , treat like family .",['service superb']
2532,"we tasting menu unlike of review , felt enough food .",['enough food']
2533,"it took five or so minute to get an empty table , but standing up bad .","['five or so minute', 'an empty table', 'empty table']"
2534,"menu may be small , but everything on it is delicious .",[]
2535,bad latin quarter closed .,"['bad latin quarter', 'bad quarter', 'latin quarter']"
2536,scrapped bottom of vessel in make rice result we large chunk of burnt rice in serving bowl .,"['rice result', 'large chunk', 'serving bowl', 'burnt rice']"
2537,it divine melt in mouth .,[]
2538,stumbled upon gem of pizza be going back frequently .,[]
2539,live block away go to patsy frequently .,['live block']
2540,"dessert we split chocolate cake vanilla gelato espresso , tasty , but thought bit overpriced .","['gelato espresso', 'vanilla espresso', 'chocolate cake', 'cake vanilla']"
2541,"visited my friend life in upper eastside , recommended we go to .","['friend life', 'upper eastside', 'my friend life']"
2542,"warm , comfortable surroundings , nice appointment witness etched glass brickwork separating dining room .","['nice appointment witness', 'glass brickwork', 'appointment witness', 'warm surroundings', 'comfortable surroundings', 'nice witness', 'warm , comfortable surroundings', 'dining room']"
2543,we ran little late reservation but it problem to get table immediately .,"['little reservation', 'little late reservation', 'late reservation']"
2544,kudos haru,[]
2545,we arrived on time reservation seated promptly.the,['time reservation']
2546,plan on eating often .,[]
2547,"would definitely go back special occasion , but not regular fine dining .","['special occasion', 'fine dining', 'not regular fine dining', 'regular dining']"
2548,"well mannered , pleasant staff tony in employ .","['mannered staff', 'pleasant staff']"
2549,flavor robust subtle .,"['robust subtle', 'flavor robust subtle', 'flavor subtle']"
2550,came my friend birthday keep coming back ever since .,"['friend birthday', 'my friend birthday']"
2551,"say is pint happy hour of cheapest oyster ll find in city , though quality is of best .","['happy hour', 'cheapest oyster', 'pint happy hour']"
2552,"would never wait table to eat , it is not great .",[]
2553,"we concluded tiramisu chocolate cake , delicious .","['tiramisu cake', 'tiramisu chocolate cake', 'delicious cake', 'chocolate cake']"
2554,counter service is bad .,['counter service']
2555,grat time at jekyll hyde !,"['jekyll hyde', 'grat time']"
2556,"service great , food fantastic .","['fantastic service', 'food fantastic', 'great service']"
2557,"little of way if live in neighborhood , but definitely worth trip wherever .","['worth trip', 'little trip']"
2558,"is lovely , peaceful place to eat outside .","['lovely , peaceful place', 'lovely place', 'peaceful place']"
2559,we thouroughly disapointed .,[]
2560,is jackel hideof restaurant on ues .,"['hideof restaurant', 'jackel hideof restaurant']"
2561,sauce is delicious crust is perfect .,['delicious crust']
2562,"is great to take of towner , perfect watching sunset .",[]
2563,since my first dinner chance to brunch at orsay .,"['first dinner', 'my first dinner']"
2564,"pay lot decore , but food is no better or worse lot of chinese asian fusion place in ny .","['fusion place', 'chinese fusion', 'chinese asian fusion place', 'better lot', 'asian fusion']"
2565,great entree a well .,[]
2566,"teenage kid love it , .",['teenage kid']
2567,service is not consistently excellent decent .,[]
2568,"food , served in small tasting portion a an option is good dish better next .","['tasting portion', 'small tasting', 'a an option', 'good dish', 'small tasting portion']"
2569,guy awesome !,[]
2570,"do cater to american palate , but if like it hot let know willing to oblige !",['american palate']
2571,loved ! !,[]
2572,mango chicken go on to tell delicious presentation beatiful .,"['mango chicken', 'delicious presentation']"
2573,care food ambience .,['food ambience']
2574,"oh , but wait , we of drink also delightfully overpriced .",[]
2575,avoid at cost .,[]
2576,would highly recommend to everyone occasion !,['everyone occasion']
2577,service is fantastic .,[]
2578,recommend try hidden surely blowup soon,[]
2579,garlic mashed potato hand best in city !,"['potato hand', 'garlic hand']"
2580,food service okay .,['food service']
2581,"great romantic evening , or fun evening friend ...","['fun evening friend', 'great romantic evening', 'romantic evening', 'fun evening', 'evening friend', 'great evening']"
2582,lamb meat cooked extrmely chewy .,"['lamb meat', 'extrmely chewy']"
2583,best pad thai ve ever .,['best pad thai']
2584,"time , food quality decreased substantially , it is lot less crowded it used to , service must definitely be part of reason .",['food quality']
2585,great pizza fantastic service .,"['fantastic service', 'great service', 'great pizza fantastic service']"
2586,we seated outside waiter spilled red wine hot tea on my date .,"['my date', 'red wine', 'red wine hot tea', 'outside waiter', 'hot tea']"
2587,would ask no oil next time .,"['next time', 'no oil']"
2588,"is pretty place in overly cute french way , food insultingly horrible .","['french way', 'overly cute french way', 'pretty place', 'horrible food', 'cute way']"
2589,went lunch it not a good a expected review read .,"['expected review', 'a expected review']"
2590,really know to expect literally overlook main hall of grand central .,"['literally overlook main hall', 'main hall', 'overlook hall']"
2591,none of yucky whipped stuff .,"['yucky whipped stuff', 'whipped stuff']"
2592,"wine list great , dessert shipped in bruno street , is not a good a it used to be .","['bruno street', 'great list', 'wine list']"
2593,ordered lassi asked time it but never got it .,['ordered lassi']
2594,coffee is quite good !,[]
2595,would not recommend to anyone .,[]
2596,"great wine list italian , good food , service initially fine .","['great list', 'wine list', 'italian food', 'good food', 'fine service']"
2597,"despite fact space is large , ve overcrowded floor table .","['floor table', 'large table', 'fact space', 'overcrowded table']"
2598,"know , busy showing vintage tee shirt looking bored , but my agenda is to eat enjoy company of friend , seeking pleasant experience .","['pleasant experience', 'vintage tee shirt', 'tee shirt', 'my agenda', 'vintage shirt']"
2599,"a far a service go , waitress not particularly friendly , but got job done .",['a service']
2600,"not helpful in least give grand run around so by time event date roll around not regret chosing place , but also become hostile !","['chosing place', 'event date', 'grand run']"
2601,to ask three time finally came back dish ive requested .,['three time']
2602,"normally would be improper , however delicious my host not complain .",['my host']
2603,taxan delicious !,['taxan delicious']
2604,"perhaps it an night , but it suprisingly average . rating .",[]
2605,"unlike place in nyc sandwich want come a triple decker , get want in reasonably sized portion price .","['reasonably sized portion price', 'triple decker', 'a triple decker', 'sized price', 'nyc sandwich', 'portion price']"
2606,"southern indian cuisine is still , .","['southern indian cuisine', 'indian cuisine']"
2607,"snob need not bother , is small , neighborhood kind of place .","['small , neighborhood kind', 'neighborhood kind', 'small kind']"
2608,dozen of time never failed to enjoy experience .,[]
2609,even make salad appealing .,[]
2610,two people tip less buck .,"['less buck', 'two people']"
2611,killer sushi !,['killer sushi']
2612,of course reason so packed is food is so delicious !,"['packed reason', 'course reason']"
2613,"staff not friendly , but taste cover .",['taste cover']
2614,jukebox play everything italian opera to stroke .,['italian opera']
2615,ve to many nyc deli .,"['many nyc deli', 'nyc deli', 'many deli']"
2616,is always packed .,[]
2617,much of time it seems like do not care .,[]
2618,plus made perfect martini .,['perfect martini']
